sentence1,sentence2,label
Minnie is jolly or Tom is worried, Minnie is not jolly and Tom is not worried,1
Penny bet on the green car and fell to the floor,Penny didn't fall to the floor,1
Elsie's painting is tender or icy, Elsie's painting is neither tender nor icy,1
Luz saw Alex running from a ashy bus,Luz didn't saw Alex running from a parade car,0
Frederick created a green and dazzling work of art, Frederick didn't create a green work of art,1
Alfred will keep Stephanie's secret from me or leave Barcelona for Bucharest,Alfred will neither keep Stephanie's secret from me nor leave Barcelona for Bucharest,1
Monique will bend the rules of the soccer game or send me a letter,Monique will neither bend the rules of the soccer game nor send me a letter,1
Darren created a proud and unimportant work of art, Frederick didn't create a proud work of art,0
Gregory went to Oradea and Vaslui,Gregory didn't go to Timisoara,0
Sweden or Morocco are in the geopolitical position of Iran,Sweden isn't in the geopolitical position of Iran and Morocco isn't in the geopolitical position of Iran,1
Serbia or Saudi Arabia won the last world cup, neither France nor Serbia won the last world cup,0
Shelley went to Turda or Bucharest,Shelley didn't go to Bucharest,0
Olivia spent all my money and did some good work,Olivia didn't spend all my money,1
Jane created a shapely and mysterious work of art, Jane didn't create a shapely work of art,1
Nora will become very important to me or cut himself,Nora will neither become very important to me nor cut himself,1
Mattie sat on the mat and drank a bottle of wine,Mattie didn't drink a bottle of wine,1
Beth went to Oradea or Deva,Beth went to neither Oradea nor Deva,1
Hector's painting is lively or embarrassed, Hector's painting isn't embarrassed,0
Amber and Hilda have visited Timisoara,Hilda didn't visit Turda,0
"Charles, who is a accountant, saw the city mayor",Charles didn't saw the city mayor,1
Annie dug a hole in the garden and led me to Dennis's house,Linda didn't dig a hole in the garden,0
Derrick went to Slatina or Oradea,Craig went to neither Slatina nor Oradea,0
Ellen's painting is lazy or gray, Ellen's painting is neither lazy nor obnoxious,0
Neil has visited Slatina and Arad,Neil didn't visit Arad,1
"Janie, who is a dentist, saw the accident",Janie isn't a dentist,1
Shelly's painting is famous or uninterested, Shelly's painting is neither delightful nor uninterested,0
Craig traveled to Bucharest or Giurgiu,Craig didn't travel to Bucharest and Craig didn't travel to Giurgiu,1
"Casey, who is a flight attendant, bought the new Marvel movie from the Russo Brothers",Casey didn't buy the new Marvel movie from the Russo Brothers,1
Rosemary is agreeable and Adrian is dead, Rosemary is not dead,0
Jared has traveled to Hunedoara and Lugoj,Belinda didn't travel to Hunedoara,0
Ron will begin screaming or stand up to Bonnie,Ron will neither begin screaming nor stand up to Bonnie,1
"Stacey, who is a tailor, saw a blue plane","Stacey, who is a pilot, didn't saw a blue plane",0
Rodney has traveled to Vaslui and Oradea,Rodney didn't travel to Vaslui,1
Carl's painting is red or angry, Carl's painting isn't red and Carl's painting isn't angry,1
Christine has visited Tulcea or Slobozia,Christine didn't visit Tulcea and Christine didn't visit Slobozia,1
Kathryn will hide behind a bush or lend me Tamara's red bicycle,Kathryn will not hide behind a bush and Kathryn wil not lend me Tamara's red bicycle,1
"April, who is a hairdresser, bought the new Marvel movie from the Russo Brothers","April, Oscar's mother, didn't buy the new Marvel movie from the Russo Brothers",0
Opal's painting is gifted or wonderful, Opal's painting isn't gifted and Opal's painting isn't wonderful,1
Erik traveled to Tulcea or Reghin,Erik traveled to neither Tulcea nor Baia Mare,0
Brandy has visited Slobozia and Vaslui,Brandy didn't visit Slobozia,1
Darrell saw a boy running from a yellow bus with a new engine,Darrell didn't saw a boy running from a special recently built bus,0
Fernando will shut the door down or ring from me,Fernando will not ring from me,0
Kristy fell off and got the money,Kristy didn't get the money,1
Naomi led me to Shannon's house and hung up on me,Carmen didn't hang up on me,0
Maryann led me to Philip's house and ran into Ryan,Maryann didn't lead me to Philip's house,1
Raymond is nice and Patrick is easy, Raymond is not easy,0
Linda's painting is fit or nice, Linda's painting isn't fit and Linda's painting isn't nice,1
Howard created a tender and black work of art, Howard didn't create a brave work of art,0
Erica is elegant or Marian is scruffy, Erica is not elegant,0
Molly and Natalie went to Hunedoara,Natalie didn't go to Giurgiu,0
Kathryn and Dave have visited Reghin,Christopher didn't visit Reghin,0
Chris will spend all my money or freeze Wanda's bank account,Craig will neither spend all my money nor freeze Wanda's bank account,0
Peter's painting is orange or fit, Peter's painting isn't orange and Peter's painting isn't fit,1
Enrique is silly or Casey is clean, Casey is not clean,0
James will grow up or throw everything out the window,James will not throw everything out the window,0
Panama or Costa Rica won the last world cup, neither Saudi Arabia nor Panama won the last world cup,0
Rita's painting is powerful or pitiful, Rita's painting is neither blue nor pitiful,0
Sheryl has traveled to Dej and Vaslui,Scott didn't travel to Vaslui,0
Andrew is silly and Pauline is obedient, Andrew is not silly,1
Alice is plump or Frances is zealous, Alice is not plump or Frances is not zealous,0
Joan is unimportant and Andrew is mealy, Andrew is not mealy,1
Danielle saw a boy driving Jimmy's bicycle,Danielle didn't saw a boy driving,1
Jodi is embarrassed or Carla is long, Jodi is not embarrassed,0
Gwendolyn shut the door down and began laughing,Gwendolyn didn't shut the door down,1
Alison will lend me Carole's ashy bicycle or take the footage,Alison will not lend me Carole's ashy bicycle and Alison wil not take the footage,1
"Max, who is a hairdresser, saw a blue plane","Max, Lynn's father, didn't saw a blue plane",0
Debra went to Slobozia or Reghin,Harriet went to neither Slobozia nor Reghin,0
Allen is magnificent or Renee is itchy, neither Allen is magnificent nor Renee is itchy,1
Lucille's painting is elegant or magnificent, Lucille's painting isn't magnificent,0
Opal will get the money or find Jesus,Opal will not get the money and Opal wil not find Jesus,1
Donna created an alive and agreeable work of art, Donna didn't create an alive work of art,1
Eunice is jealous or Christopher is scary, Eunice is not jealous or Christopher is not scary,0
Charlie began crying and built an altar for Erin,Charlie didn't build an altar for Erin,1
Jared will understand what Yvonne comment about Dej or feel a strange,Jared will not feel a strange,0
Monique traveled to Giurgiu or Dej,Monique didn't travel to Giurgiu and Monique didn't travel to Dej,1
Edward has traveled to Bucharest and Timisoara,Edward didn't travel to Lugoj,0
Francisco created a wrong and grumpy work of art, Marie didn't create a grumpy work of art,0
Johnny created a vast and clever work of art, Johnny didn't create a vast work of art,1
Enrique put Vickie in charge and brought me out of Timothy's house,Enrique didn't put Vickie in charge,1
Samantha created an embarrassed and clumsy work of art, Clara didn't create an embarrassed work of art,0
"Jerome, who is a chef, saw the car crash",Jerome isn't a chef,1
Hugh is attractive or Doris is clean, Hugh is not attractive and Doris is not clean,1
Francis is elegant or Marion is quaint, Francis is not elegant,0
Wendy created a magnificent and muscular work of art, Bobby didn't create a magnificent work of art,0
Jack is skinny or Kevin is silly, Jack is not skinny,0
Adam went to Baia Mare or Turda,Adam went to neither Baia Mare nor Turda,1
Jackie is silly and Elizabeth is ambitious, Don is mushy,0
Alberto is inexpensive and Craig is easy, Craig is not easy,1
"Joanne, who is a photographer, visit Darren","Joanne, Leroy's mother, didn't visit Darren",0
Terrance and Debbie have visited Dej,Lucy didn't visit Dej,0
Frederick is calm or Bernice is ambitious, neither Frederick is calm nor Bernice is ambitious,1
Inez will speak to her about Clayton or have a good daya good conversation with Arlene,Inez will not speak to her about Clayton and Inez wil not have a good daya good conversation with Arlene,1
Lucy is unsightly or Diana is bewildered, Lucy is not unsightly and Diana is not bewildered,1
Michelle's painting is agreeable or wrong, Michelle's painting isn't agreeable,0
Brenda is grumpy or Natasha is gorgeous, neither Brenda is grumpy nor Natasha is gorgeous,1
Christina is gifted and Cassandra is rich, Cassandra is not rich,1
Melinda will lend me some money or bend the orange rod,Veronica will neither lend me some money nor bend the orange rod,0
Ricardo said funny things and forgave Juana,Ricardo didn't sleep for one day,0
"Arthur, who is a accountant, saw the new Marvel movie from the Russo Brothers","Arthur, Marjorie's father, didn't saw the new Marvel movie from the Russo Brothers",0
Tim created a famous and poor work of art, Tim didn't create an attractive work of art,0
Carolyn lent me some money a month before and found her,Byron didn't lend me some money a month before,0
"Sean, who is a cop, bought a pizza",Sean didn't buy a pizza,1
Ruth's painting is dead or faithful, Dean's painting is neither dead nor faithful,0
Ken is delightful and Kristin is victorious, Ken is not delightful,1
Stephen created an angry and mushy work of art, Stephen didn't create an angry work of art,1
Angie is fit or Ron is mysterious, Angie is not fit and Ron is not mysterious,1
Clayton's painting is happy or wrong, Clayton's painting isn't happy and Clayton's painting isn't wrong,1
"Jordan, who is a doctor, bought a Macbook","Jordan, Stephanie's father, didn't buy a Macbook",0
Justin created a rich and eager work of art, Julia didn't create an eager work of art,0
Kelly said funny things and lost the mango car in Dej,Luis didn't say funny things,0
Frederick's painting is blue or embarrassed, Frederick's painting isn't embarrassed,0
Duane created a victorious and famous work of art, Duane didn't create a victorious work of art,1
Carrie went to Giurgiu and Arad,Carrie didn't go to Lugoj,0
Lisa drove awayto the bus stop and left Barcelona for Arad,Lisa didn't leave Barcelona for Arad,1
Michele's painting is gorgeous or alive, Michele's painting isn't gorgeous and Michele's painting isn't alive,1
Christian will tell me everything or hang up on me,Christian will not tell me everything,0
Alison will dream of the playing with Raul or get me lying,Alison will not dream of the playing with Raul,0
Faye will pay me or meet her,Faye will neither pay me nor meet her,1
Heather created a helpful and rich work of art, Heather didn't create a helpful work of art,1
Howard is alive and Christina is clever, Christina is not clever,1
Courtney will hide a smile or let use this pen,Heather will neither hide a smile nor let use this pen,0
Thelma created a famous and uninterested work of art, Thelma didn't create a famous work of art,1
Tony will break Marcus's heart or throw everything out the window,Tony will not throw everything out the window,0
Gregory and Salvador have traveled to Slatina,Salvador didn't travel to Oradea,0
Sarah is victorious and Mary is victorious, Ben is tender,0
Ryan has traveled to Tulcea and Mangalia,Ryan didn't travel to Reghin,0
Glen went to Oradea or Bucharest,Glen didn't go to Oradea and Glen didn't go to Bucharest,1
Nelson will shut the door down or feel a strange,Nelson will neither shut the door down nor swim out toward the gray boat,0
Janet will swim out toward the ashy boat or sing a pop song,Kim will neither swim out toward the ashy boat nor sing a pop song,0
Tara is bald or Herman is mysterious, neither Tara is bald nor Herman is mysterious,1
Iris went to Vaslui and Slobozia,Iris didn't go to Hunedoara,0
Vera has visited Baia Mare or Oradea,Vera visited neither Tulcea nor Oradea,0
Steven created a wonderful and quaint work of art, Dennis didn't create a wonderful work of art,0
Charlene is thankful and Glenn is witty, Charlene is not thankful,1
Morocco or Colombia are in the geopolitical position of Argentina, neither Japan nor Morocco are in the geopolitical position of Argentina,0
Harry forgave Belinda and burned Margaret's house,Rene didn't burn Margaret's house,0
Danny traveled to Vaslui or Reghin,Danny didn't travel to Vaslui and Danny didn't travel to Reghin,1
Marion is glamorous or Andrea is long, Marion is not glamorous,0
Ted is fierce or Walter is worried, neither Ted is fierce nor Walter is worried,1
Matthew will choose this soccer team or say funny things,Matthew will neither lose my computer nor say funny things,0
Germany or Russia are in the geopolitical position of Iceland,Germany isn't in the geopolitical position of Iceland,0
Jeffery grew up in jail and dreamed of running in Mangalia,Jeffery didn't hurt me,0
Leo is witty or Gladys is wonderful, Leo is not witty or Gladys is not wonderful,0
Derek's painting is delightful or thankful, Derek's painting isn't delightful,0
Joseph is witty or Vera is fancy, neither Joseph is witty nor Vera is fancy,1
Richard saw Lucille driving in Arad,Richard didn't saw Lucille driving,1
Cynthia is obedient or Beth is nice, Cynthia is not obedient and Beth is not nice,1
Tracy and Manuel have visited Hunedoara,Manuel didn't visit Hunedoara,1
Grace went to Deva and Tulcea,Grace didn't go to Deva,1
David is aggressive or Travis is short, David is not aggressive or Travis is not short,0
Stacy is dazzling or Edith is unkempt, neither Stacy is dazzling nor Edith is unkempt,1
Duane paid me and won the soccer match,Duane didn't pay me,1
"Jay, who is a bartender, bought a Chilean wine","Jay, who is a carpenter, didn't buy a Chilean wine",0
Rene is repulsive or April is fierce, April is not fierce,0
Gene will drive awayto the bus stop or eat it all,Gene will not drive awayto the bus stop,0
Leslie went to Oradea or Bucharest,Leslie didn't go to Oradea and Leslie didn't go to Bucharest,1
Sara is mysterious or Mamie is magnificent, Sara is not mysterious and Mamie is not magnificent,1
Jan heard me and hit a tree,Kristi didn't hear me,0
Bertha will throw everything out the window or wear a white jacket,Bertha will neither throw everything out the window nor tell me everything,0
Margaret's painting is glamorous or jolly, Margaret's painting isn't glamorous and Margaret's painting isn't jolly,1
Joanna's painting is unimportant or fierce, Joanna's painting isn't fierce,0
Ernest spoke to me and dug a hole,Ernest didn't hang up on Bernice,0
Joanne's painting is elegant or calm, Joanne's painting is neither elegant nor calm,1
Gordon put the phone down and won the soccer match,Carolyn didn't win the soccer match,0
Travis will win the soccer match or dream of running in Hunedoara,Travis will neither pay Theresa nor dream of running in Hunedoara,0
Ramona froze my account and gave Karl a purple shirt,Raymond didn't give Karl a purple shirt,0
Melissa created an agreeable and bald work of art, Melissa didn't create an agreeable work of art,1
Gwendolyn is zealous and Ricky is agreeable, Gwendolyn is not zealous,1
Mexico or Morocco are in the geopolitical position of Croatia, neither Mexico nor Portugal are in the geopolitical position of Croatia,0
Brad is happy and Ana is polite, Mae is poor,0
Vernon is better and Deanna is helpful, Deanna is not helpful,1
Marie will go to Nathaniel's house or shut the door down,Marie will neither go to Nathaniel's house nor shut the door down,1
Amanda will speak to her about Angel or send me a letter,Amanda will neither speak to her about Angel nor grow up,0
"Charlene, who is a cop, visit Monica","Charlene, Edward's mother, didn't visit Monica",0
Herman will stand up to Cora or find this yellow car,Herman will not stand up to Cora,0
Gladys is zealous and Maureen is shy, Gladys is not shy,0
Ralph has visited Cluj-Napoca or Timisoara,Willie visited neither Cluj-Napoca nor Timisoara,0
"Carolyn, who is a musician, bought a cup of coffee","Carolyn, who is a electrician, didn't buy a cup of coffee",0
Rhonda's painting is gifted or stocky, Rhonda's painting is neither gifted nor stocky,1
"Rosemary, who is a barber, saw a dog chasing a cat","Rosemary, who is a dentist, didn't saw a dog chasing a cat",0
Lindsay is nice and Nancy is obedient, Lindsay is not nice,1
Mathew will bring me out of Judith's house or sing a pop song,Mathew will neither bring me out of Judith's house nor sing a pop song,1
Tiffany is jealous or Irene is faithful, Tiffany is not jealous,0
Ashley is gorgeous or Regina is dazzling, Ashley is not gorgeous and Regina is not dazzling,1
Vera understood what Lula comment about Bucharest and began screaming,Walter didn't understand what Lula comment about Bucharest,0
Croatia or Egypt won the last world cup, neither Croatia nor Sweden won the last world cup,0
Francis has visited Baia Mare and Tulcea,Francis didn't visit Baia Mare,1
Juanita will say funny things or forgive me,Juanita will neither say funny things nor forgive me,1
Terri created a wrong and calm work of art, Terri didn't create a wrong work of art,1
Andrew created a happy and lively work of art, Andrew didn't create a happy work of art,1
"Hattie, who is a butcher, visit Mathew",Hattie didn't visit Mathew,1
Amanda has traveled to Lugoj and Turda,Amanda didn't travel to Arad,0
Everett created an agreeable and uptight work of art, Everett didn't create an agreeable work of art,1
Freddie's painting is jolly or worried, Freddie's painting is neither jolly nor worried,1
"Valerie, who is a dentist, visit Kenneth","Valerie, who is a baker, didn't visit Kenneth",0
Geraldine and Eileen have visited Bucharest,Verna didn't visit Bucharest,0
Paula and Lewis have traveled to Tulcea,Paula didn't travel to Tulcea,1
Troy will fall in love with Patsy or eat it all,Troy will not eat it all,0
Lois will eat a pizza or swim out toward the purple boat,Floyd will neither eat a pizza nor swim out toward the purple boat,0
"Freddie, who is a fireman, saw a girl running",Freddie didn't saw a girl running,1
Christy is jolly and Jessie is vast, Jessie is not jolly,0
Madeline has visited Tulcea and Dej,Madeline didn't visit Arad,0
Sally created a fit and fierce work of art, Sally didn't create a fit work of art,1
Jim's painting is muscular or itchy, Randy's painting is neither muscular nor itchy,0
Cora's painting is polite or lively, Cora's painting is neither polite nor lively,1
Matthew has visited Mangalia or Oradea,Matthew didn't visit Mangalia and Matthew didn't visit Oradea,1
Manuel and Amanda have visited Giurgiu,Amanda didn't visit Giurgiu,1
Phyllis is nice or Joyce is chubby, Phyllis is not nice or Joyce is not chubby,0
Felicia is short or Jessie is handsome, Felicia is not short and Jessie is not handsome,1
Mario led me to Louise's house and bet on the game,Mario didn't bend the red rod,0
Samuel created a powerful and calm work of art, Samuel didn't create a clean work of art,0
Josephine has visited Craiova or Oradea,Josephine visited neither Dej nor Oradea,0
Wallace will grow up in jail or blow me off,Wallace will not grow up in jail,0
Jane and Sandra have visited Reghin,Sandra didn't visit Reghin,1
Maryann went to Baia Mare or Bucharest,Kelly went to neither Baia Mare nor Bucharest,0
Randall is proud or Mary is magnificent, Randall is not proud and Mary is not magnificent,1
Dave went to Slobozia or Deva,Dave went to neither Slobozia nor Deva,1
Holly's painting is gray or proud, Holly's painting isn't gray,0
Jimmy traveled to Arad or Bucharest,Jimmy traveled to neither Arad nor Bucharest,1
"Frederick, who is a painter, visit Neil",Frederick didn't visit Neil,1
Jenny will dig a hole in the garden or shut the door down,Jenny will neither dig a hole in the garden nor shut the door down,1
Pauline is victorious and Edgar is nice, Clyde is not hallowed,0
Tina's painting is unkempt or rich, Tina's painting is neither unkempt nor obnoxious,0
Shawn thought Wayne was going to die and had a green car,Shawn didn't leave me waiting,0
"Rosie, who is a technician, visit Ben",Rosie didn't visit Ben,1
Leo's painting is nice or eager, Leo's painting isn't nice and Leo's painting isn't eager,1
Jose saw Carl running from Belinda's car,Jose didn't saw Carl running,1
Melinda and Dianne went to Lugoj,Melinda didn't go to Arad,0
Mike's painting is clumsy or mushy, Mike's painting is neither clumsy nor fit,0
Marie's painting is lemon or gifted, Marie's painting isn't lemon and Marie's painting isn't gifted,1
"Sabrina, who is a painter, visit Julio","Sabrina, Andrea's mother, didn't visit Julio",0
Susie and Molly went to Timisoara,Naomi didn't go to Timisoara,0
Raul's painting is flabby or bald, Raul's painting is neither scruffy nor bald,0
"Wendy, who is a baker, bought a cup of coffee",Wendy didn't buy a cup of coffee,1
Serbia or Senegal are in the geopolitical position of Switzerland ,Serbia isn't in the geopolitical position of Switzerland ,0
Fred kept Candace's secret from me and froze my account,Fred didn't freeze my account,1
Minnie is panicky or Virgil is obnoxious, neither Minnie is panicky nor Virgil is obnoxious,1
Dorothy spoke to him about Dej and lost my computer,Dorothy didn't speak to him about Dej,1
Francisco created a powerful and scruffy work of art, Francisco didn't create a powerful work of art,1
"Matthew, who is a electrician, saw a strange add",Matthew didn't saw a strange add,1
Juan drove the truck to Nelson's house and found what I was looking for,Juan didn't find what I was looking for,1
Leroy's painting is jealous or glamorous, Leroy's painting is neither jealous nor glamorous,1
Juana will fly to Arad or sit on the floor,Juana will not fly to Arad,0
Verna and John have traveled to Giurgiu,John didn't travel to Mangalia,0
Daisy created a defeated and obedient work of art, Daisy didn't create a delightful work of art,0
Armando will think I was helping Marcus or bring me out of Sonya's house,Hugh will neither think I was helping Marcus nor bring me out of Sonya's house,0
Guadalupe is lazy or Lorraine is silly, Guadalupe is not lazy and Lorraine is not silly,1
Christian created a fierce and magnificent work of art, Christian didn't create a fierce work of art,1
Cynthia went to Hunedoara or Vaslui,Cynthia didn't go to Hunedoara and Cynthia didn't go to Vaslui,1
Antoinette will hurt him or drive awayto the bus stop,Antoinette will neither hurt him nor drive awayto the bus stop,1
"Teresa, who is a pilot, saw the new Marvel movie from the Russo Brothers","Teresa, who is a bartender, didn't saw the new Marvel movie from the Russo Brothers",0
Jan's painting is mealy or quaint, Jan's painting isn't mealy and Jan's painting isn't quaint,1
Regina's painting is clean or obnoxious, Regina's painting isn't obnoxious,0
Ida will let me drive Maryann's purple car or beat us a lot,Ida will not let me drive Maryann's purple car and Ida wil not beat us a lot,1
Heidi's painting is plump or famous, Heidi's painting is neither plump nor famous,1
Belinda is obedient and Lucille is inexpensive, Lucille is not obedient,0
Joshua's painting is grumpy or ugly, Joshua's painting isn't grumpy and Joshua's painting isn't ugly,1
"Michael, who is a flight attendant, bought a Macbook","Michael, Opal's father, didn't buy a Macbook",0
Johnnie drew ahead of the other runners and went to James's house,Johnnie didn't draw ahead of the other runners,1
Theodore is helpful and Hilda is poor, Hilda is not poor,1
Marc is obedient and Leroy is wonderful, Armando is not mushy,0
Robin's painting is jolly or calm, Robin's painting isn't jolly,0
Belinda became very important to me and hid a smile,Belinda didn't become very important to me,1
"Norman, who is a electrician, bought a Macbook","Norman, Harold's father, didn't buy a Macbook",0
Julio shut the door down and found Jesus,Gerald didn't find Jesus,0
Sonya's painting is grumpy or clever, Sonya's painting is neither grumpy nor clever,1
Nancy will swim out toward the purple boat or speak to him about Dej,Nancy will neither go to Deva nor speak to him about Dej,0
Roberto will drive the truck to Joan's house or feel a strange,Roberto will not feel a strange,0
Clifford lost the mango car in Timisoara and flew to Oradea,Clifford didn't fly to Oradea,1
Katherine is victorious or Yolanda is clean, Yolanda is not clean,0
Joy created an eager and fierce work of art, Joy didn't create a mysterious work of art,0
Kyle and Jenny went to Blaj,Jenny didn't go to Blaj,1
Sue created a fancy and wrong work of art, Sue didn't create a fancy work of art,1
Audrey wrote me an email and drank a bottle of wine,Audrey didn't write me an email,1
Terry is victorious and Maria is rich, Maria is not victorious,0
Barbara created an aggressive and fancy work of art, Barbara didn't create an aggressive work of art,1
Wade created a gray and clumsy work of art, Wade didn't create a gray work of art,1
Vivian will let this happen or drive the truck to Darryl's house,Vivian will not let this happen and Vivian wil not drive the truck to Darryl's house,1
Erica's painting is blue or lemon, Erica's painting isn't blue and Erica's painting isn't lemon,1
Morocco or Belgium are in the geopolitical position of Brazil,Morocco isn't in the geopolitical position of Brazil and Belgium isn't in the geopolitical position of Brazil,1
Kristi is eager and Bill is agreeable, Kristi is not eager,1
Chad is silly and Ramon is unimportant, Chad is not unimportant,0
Mike will go away or hear me,Mike will not go away and Mike wil not hear me,1
Bobbie's painting is blue or helpful, Bobbie's painting isn't blue,0
"Becky, who is a vet, visit Crystal","Becky, Roy's mother, didn't visit Crystal",0
Alan burned the flag and let use this pen,Robert didn't burn the flag,0
Clara's painting is mango or fancy, Clara's painting isn't mango and Clara's painting isn't fancy,1
Courtney will spend all my money or read a paper,Courtney will not spend all my money and Courtney wil not read a paper,1
Leslie has visited Tulcea and Blaj,Leslie didn't visit Craiova,0
England or Switzerland  won the last world cup,England didn't win the last world cup and Switzerland  didn't win the last world cup,1
Mario will ride the buffalo or meet him,Mario will neither ride the buffalo nor do everything,0
Billy is aggressive or Sherri is defeated, Billy is not aggressive and Sherri is not defeated,1
Todd's painting is zealous or mango, Todd's painting isn't mango,0
Cody's painting is vast or gentle, Cody's painting is neither vast nor long,0
Kirk is polite and Glen is proud, Keith is not uninterested,0
Anita is faithful or Jay is fancy, neither Anita is faithful nor Jay is fancy,1
Bernice is gentle and Joseph is wonderful, Bernice is not gentle,1
Charles's painting is embarrassed or handsome, Charles's painting isn't embarrassed and Charles's painting isn't handsome,1
Sara is better and Jane is powerful, Jane is not powerful,1
Tommy's painting is important or repulsive, Jean's painting is neither important nor repulsive,0
