sentence1,sentence2,label
chad created a skinny work of art and chad created an attractive work of art,tonya didn t create a skinny work of art,0
bernard created a mealy work of art and bernard created an alive work of art,lee didn t create a mealy work of art,0
kimberly created a long work of art and kimberly created an attractive work of art,kimberly didn t create a long work of art,1
luz created an inexpensive work of art and luz created a thankful work of art,luz didn t create an inexpensive work of art,1
vera created a grumpy work of art and vera created a thankful work of art,cecilia didn t create a grumpy work of art,0
lee created a lemon work of art and lee created a poor work of art,susan didn t create a lemon work of art,0
heather created a lazy work of art and heather created an embarrassed work of art,brad didn t create an embarrassed work of art,0
maxine created an uninterested work of art and maxine created a blue work of art,maxine didn t create an uninterested work of art,1
shannon created a beautiful work of art and shannon created an ugly work of art,shannon didn t create an angry work of art,0
antonio created a rich work of art and antonio created a gray work of art,antonio didn t create a rich work of art,1
keith created an eager work of art and keith created a rich work of art,keith didn t create a helpful work of art,0
jenny created a helpless work of art and jenny created a jolly work of art,jenny didn t create a helpless work of art,1
timothy created a lazy work of art and timothy created a blue work of art,timothy didn t create a lazy work of art,1
patsy created an unimportant work of art and patsy created a scruffy work of art,patsy didn t create an unimportant work of art,1
franklin created a happy work of art and franklin created an unkempt work of art,franklin didn t create a happy work of art,1
catherine created a jealous work of art and catherine created a kind work of art,emily didn t create a kind work of art,0
billy created a glamorous work of art and billy created a short work of art,jose didn t create a glamorous work of art,0
molly created an angry work of art and molly created a scruffy work of art,molly didn t create an angry work of art,1
rita created a vast work of art and rita created a black work of art,ashley didn t create a black work of art,0
ronald created a defeated work of art and ronald created an agreeable work of art,ronald didn t create a defeated work of art,1
candice created a salmon work of art and candice created an itchy work of art,candice didn t create an inexpensive work of art,0
robin created an uninterested work of art and robin created a glamorous work of art,robin didn t create an uninterested work of art,1
samantha created a yellow work of art and samantha created a victorious work of art,samantha didn t create a yellow work of art,1
michelle created an attractive work of art and michelle created an ugly work of art,michelle didn t create a kind work of art,0
myrtle created a bald work of art and myrtle created an ashy work of art,melinda didn t create a bald work of art,0
vanessa created a handsome work of art and vanessa created an embarrassed work of art,vanessa didn t create a handsome work of art,1
gary created a long work of art and gary created a defeated work of art,gary didn t create a long work of art,1
greg created a helpful work of art and greg created an uninterested work of art,annette didn t create a helpful work of art,0
jacob created a poor work of art and jacob created a stocky work of art,jacob didn t create a poor work of art,1
georgia created a stocky work of art and georgia created an uninterested work of art,georgia didn t create an angry work of art,0
lillie created a stocky work of art and lillie created a mango work of art,lillie didn t create a stocky work of art,1
dwayne created a delightful work of art and dwayne created an agreeable work of art,dwayne didn t create a delightful work of art,1
yvonne created an ashy work of art and yvonne created an unsightly work of art,yvonne didn t create an ashy work of art,1
naomi created a better work of art and naomi created a powerful work of art,naomi didn t create a better work of art,1
tracy created a beautiful work of art and tracy created a rich work of art,tracy didn t create a beautiful work of art,1
allen created an obnoxious work of art and allen created an odd work of art,allen didn t create an obnoxious work of art,1
yolanda created a red work of art and yolanda created a clean work of art,yolanda didn t create a red work of art,1
calvin created a glamorous work of art and calvin created a rich work of art,calvin didn t create a long work of art,0
jeanne created a chubby work of art and jeanne created an itchy work of art,jeanne didn t create a chubby work of art,1
steven created a skinny work of art and steven created a glamorous work of art,vanessa didn t create a skinny work of art,0
dustin created a tender work of art and dustin created a drab work of art,vincent didn t create a tender work of art,0
clarence created a powerful work of art and clarence created a dazzling work of art,clarence didn t create a powerful work of art,1
armando created a grumpy work of art and armando created a fierce work of art,george didn t create a fierce work of art,0
brett created a long work of art and brett created a witty work of art,lee didn t create a long work of art,0
alfredo created an unsightly work of art and alfredo created an attractive work of art,alfredo didn t create an itchy work of art,0
valerie created a poor work of art and valerie created a happy work of art,valerie didn t create an ambitious work of art,0
annette created a gentle work of art and annette created a nervous work of art,ken didn t create a gentle work of art,0
cody created an unimportant work of art and cody created a tender work of art,cody didn t create an unimportant work of art,1
miriam created a powerful work of art and miriam created a happy work of art,miriam didn t create a powerful work of art,1
nathan created an uninterested work of art and nathan created a yellow work of art,nathan didn t create an uninterested work of art,1
nellie created an elegant work of art and nellie created a proud work of art,nellie didn t create an elegant work of art,1
jodi created a nice work of art and jodi created a white work of art,jodi didn t create a nice work of art,1
virgil created a fit work of art and virgil created an unsightly work of art,virgil didn t create a fit work of art,1
marion created a beautiful work of art and marion created a bald work of art,terri didn t create a bald work of art,0
george created an orange work of art and george created a white work of art,margie didn t create a white work of art,0
lena created a green work of art and lena created a glamorous work of art,leah didn t create a glamorous work of art,0
stanley created an odd work of art and stanley created a lively work of art,stanley didn t create an odd work of art,1
susan created an icy work of art and susan created an orange work of art,milton didn t create an orange work of art,0
larry created a shy work of art and larry created a tender work of art,larry didn t create a shy work of art,1
crystal created a powerful work of art and crystal created an alive work of art,joanna didn t create a powerful work of art,0
nancy created a yellow work of art and nancy created a grumpy work of art,nancy didn t create a yellow work of art,1
sarah created a bewildered work of art and sarah created an embarrassed work of art,jason didn t create an embarrassed work of art,0
amy created an aggressive work of art and amy created an unsightly work of art,judith didn t create an unsightly work of art,0
lauren created a short work of art and lauren created a plump work of art,lauren didn t create a short work of art,1
joel created a repulsive work of art and joel created a red work of art,paula didn t create a red work of art,0
stacey created an elegant work of art and stacey created a powerful work of art,stacey didn t create an elegant work of art,1
heidi created an embarrassed work of art and heidi created a powerful work of art,charlie didn t create a powerful work of art,0
philip created a vast work of art and philip created a zealous work of art,philip didn t create a vast work of art,1
shelly created a brave work of art and shelly created a purple work of art,shelly didn t create a brave work of art,1
kristen created an unimportant work of art and kristen created a bewildered work of art,opal didn t create a bewildered work of art,0
joanna created a plump work of art and joanna created a bewildered work of art,joanna didn t create a plump work of art,1
josephine created a short work of art and josephine created an obnoxious work of art,josephine didn t create a short work of art,1
rodney created a clumsy work of art and rodney created a scary work of art,tonya didn t create a scary work of art,0
kathryn created a clever work of art and kathryn created a happy work of art,kathryn didn t create a clever work of art,1
doris created a beautiful work of art and doris created a purple work of art,doris didn t create a beautiful work of art,1
pedro created a mysterious work of art and pedro created a lazy work of art,pedro didn t create a mysterious work of art,1
ernest created a delightful work of art and ernest created a defeated work of art,ernest didn t create a delightful work of art,1
leona created a thankful work of art and leona created a proud work of art,leona didn t create a thankful work of art,1
bryan created a jolly work of art and bryan created a mushy work of art,bryan didn t create a jolly work of art,1
benjamin created a lemon work of art and benjamin created a drab work of art,benjamin didn t create a plain work of art,0
bernard created a victorious work of art and bernard created a scruffy work of art,bernard didn t create a victorious work of art,1
jon created a kind work of art and jon created a careful work of art,jon didn t create a kind work of art,1
tracey created a wonderful work of art and tracey created an aggressive work of art,tracey didn t create a calm work of art,0
maria created a quaint work of art and maria created an icy work of art,maria didn t create a victorious work of art,0
chester created an odd work of art and chester created a plump work of art,chester didn t create an odd work of art,1
jean created a dazzling work of art and jean created a fit work of art,derek didn t create a dazzling work of art,0
nathan created an ashy work of art and nathan created a yellow work of art,nathan didn t create an ashy work of art,1
ellen created a vast work of art and ellen created a scruffy work of art,ellen didn t create a vast work of art,1
rebecca created an elegant work of art and rebecca created an easy work of art,rebecca didn t create an elegant work of art,1
theodore created a nervous work of art and theodore created a plump work of art,theodore didn t create a nervous work of art,1
felicia created a blue work of art and felicia created a wrong work of art,felicia didn t create a blue work of art,1
leslie created a silly work of art and leslie created a lemon work of art,leslie didn t create a silly work of art,1
anna created a bewildered work of art and anna created an ambitious work of art,anna didn t create a bewildered work of art,1
phillip created a plump work of art and phillip created a gentle work of art,phillip didn t create a plump work of art,1
ken created a vast work of art and ken created an odd work of art,ken didn t create a vast work of art,1
tracey created a repulsive work of art and tracey created a gentle work of art,tracey didn t create a repulsive work of art,1
kelly created a wrong work of art and kelly created a scary work of art,kelly didn t create a wrong work of art,1
alan created an aggressive work of art and alan created a zealous work of art,alan didn t create an aggressive work of art,1
hector created a panicky work of art and hector created a kind work of art,hector didn t create a panicky work of art,1
alison created an attractive work of art and alison created an ambitious work of art,marcus didn t create an ambitious work of art,0
ronald created a nice work of art and ronald created a dead work of art,ronald didn t create a nice work of art,1
william created a tender work of art and william created a bewildered work of art,william didn t create a tender work of art,1
yvonne created a plain work of art and yvonne created an uptight work of art,yvonne didn t create a plain work of art,1
monique created a dazzling work of art and monique created a thankful work of art,monique didn t create a dazzling work of art,1
lola created a better work of art and lola created a polite work of art,lola didn t create a better work of art,1
tiffany created a brave work of art and tiffany created a tender work of art,margarita didn t create a brave work of art,0
marion created an ambitious work of art and marion created a green work of art,marion didn t create an ambitious work of art,1
priscilla created a victorious work of art and priscilla created a blue work of art,priscilla didn t create a white work of art,0
justin created a thankful work of art and justin created a grumpy work of art,andrew didn t create a grumpy work of art,0
angela created an unkempt work of art and angela created a panicky work of art,nicole didn t create a panicky work of art,0
clinton created a helpless work of art and clinton created a fit work of art,clinton didn t create a helpless work of art,1
mary created a panicky work of art and mary created a kind work of art,mary didn t create a panicky work of art,1
nelson created a better work of art and nelson created a fit work of art,nelson didn t create a better work of art,1
holly created a thankful work of art and holly created a happy work of art,holly didn t create a thankful work of art,1
leonard created a fit work of art and leonard created a gentle work of art,leonard didn t create a fit work of art,1
wayne created a nervous work of art and wayne created an important work of art,william didn t create an important work of art,0
deanna created a fierce work of art and deanna created a drab work of art,brad didn t create a fierce work of art,0
mattie created a happy work of art and mattie created a bald work of art,mattie didn t create a happy work of art,1
raymond created a tender work of art and raymond created an obnoxious work of art,raymond didn t create a witty work of art,0
lester created a faithful work of art and lester created an attractive work of art,lester didn t create a faithful work of art,1
grace created a happy work of art and grace created a bald work of art,grace didn t create a happy work of art,1
jeremy created a fit work of art and jeremy created a brave work of art,jeremy didn t create a salmon work of art,0
vivian created a brave work of art and vivian created a famous work of art,vivian didn t create a brave work of art,1
sandra created a shy work of art and sandra created a pitiful work of art,brittany didn t create a pitiful work of art,0
charlie created a delightful work of art and charlie created a polite work of art,dana didn t create a polite work of art,0
kim created a shy work of art and kim created a gentle work of art,kim didn t create a shy work of art,1
kristina created a red work of art and kristina created a scary work of art,doris didn t create a red work of art,0
jeanette created a delightful work of art and jeanette created a scary work of art,irene didn t create a delightful work of art,0
brenda created a victorious work of art and brenda created a short work of art,bruce didn t create a victorious work of art,0
bessie created a wonderful work of art and bessie created an obedient work of art,bessie didn t create a wonderful work of art,1
margie created an unsightly work of art and margie created a green work of art,janie didn t create an unsightly work of art,0
sarah created a flabby work of art and sarah created a delightful work of art,sarah didn t create a nervous work of art,0
gary created an easy work of art and gary created a lemon work of art,ruby didn t create a lemon work of art,0
jaime created a clumsy work of art and jaime created an attractive work of art,jaime didn t create a clumsy work of art,1
ivan created a glamorous work of art and ivan created a nice work of art,ivan didn t create a salmon work of art,0
lillian created an eager work of art and lillian created a gorgeous work of art,lillian didn t create an eager work of art,1
jessie created a lemon work of art and jessie created a green work of art,jessie didn t create an obedient work of art,0
nancy created an elegant work of art and nancy created a flabby work of art,nancy didn t create an elegant work of art,1
lois created an easy work of art and lois created a plump work of art,lois didn t create a jealous work of art,0
olga created an aggressive work of art and olga created a zealous work of art,olga didn t create an aggressive work of art,1
lorraine created a fancy work of art and lorraine created an obnoxious work of art,stanley didn t create a fancy work of art,0
betty created a chubby work of art and betty created a plump work of art,betty didn t create a chubby work of art,1
tonya created a lemon work of art and tonya created a glamorous work of art,tonya didn t create a lemon work of art,1
sharon created a white work of art and sharon created a pitiful work of art,terry didn t create a pitiful work of art,0
clyde created a wrong work of art and clyde created a clumsy work of art,clyde didn t create a wrong work of art,1
arlene created a lemon work of art and arlene created a witty work of art,lee didn t create a lemon work of art,0
roland created a gentle work of art and roland created a nice work of art,russell didn t create a gentle work of art,0
oscar created a chubby work of art and oscar created a fancy work of art,katie didn t create a chubby work of art,0
kathy created an embarrassed work of art and kathy created a brave work of art,kathy didn t create a nice work of art,0
kathleen created a victorious work of art and kathleen created a shy work of art,kathleen didn t create a polite work of art,0
shirley created a yellow work of art and shirley created an ashy work of art,shirley didn t create a yellow work of art,1
brenda created an inexpensive work of art and brenda created a worried work of art,brenda didn t create an inexpensive work of art,1
leon created a shapely work of art and leon created an icy work of art,leon didn t create a shapely work of art,1
gladys created an icy work of art and gladys created an obnoxious work of art,gladys didn t create an icy work of art,1
jennie created a helpful work of art and jennie created a repulsive work of art,jennie didn t create an elegant work of art,0
ronnie created a plump work of art and ronnie created a nervous work of art,ronnie didn t create a plump work of art,1
john created an orange work of art and john created a hallowed work of art,louis didn t create an orange work of art,0
laura created a mushy work of art and laura created a purple work of art,laura didn t create a mushy work of art,1
leroy created a clumsy work of art and leroy created an unsightly work of art,leroy didn t create a clumsy work of art,1
renee created a helpless work of art and renee created an unsightly work of art,renee didn t create a helpless work of art,1
mark created a scary work of art and mark created a rich work of art,mark didn t create a bald work of art,0
rodney created a hallowed work of art and rodney created a lemon work of art,rodney didn t create a hallowed work of art,1
carmen created a jealous work of art and carmen created a mushy work of art,julio didn t create a mushy work of art,0
randall created a tender work of art and randall created a purple work of art,randall didn t create a tender work of art,1
melanie created an embarrassed work of art and melanie created a short work of art,melanie didn t create an embarrassed work of art,1
troy created a mealy work of art and troy created a wrong work of art,floyd didn t create a mealy work of art,0
edward created an obedient work of art and edward created an agreeable work of art,edward didn t create an obedient work of art,1
caroline created an uninterested work of art and caroline created a white work of art,caroline didn t create an uninterested work of art,1
peter created a clever work of art and peter created a pitiful work of art,peter didn t create a clever work of art,1
christy created a dead work of art and christy created a clever work of art,christy didn t create a dead work of art,1
jesus created a white work of art and jesus created a stocky work of art,jesus didn t create a white work of art,1
shelly created a dead work of art and shelly created a muscular work of art,deanna didn t create a dead work of art,0
william created a fancy work of art and william created an ugly work of art,william didn t create a tender work of art,0
leslie created a pitiful work of art and leslie created a famous work of art,leslie didn t create a pitiful work of art,1
veronica created an itchy work of art and veronica created a hallowed work of art,velma didn t create a hallowed work of art,0
craig created a helpless work of art and craig created a scary work of art,craig didn t create a helpless work of art,1
gertrude created a jolly work of art and gertrude created an alive work of art,gertrude didn t create a skinny work of art,0
franklin created a jealous work of art and franklin created an agreeable work of art,cory didn t create an agreeable work of art,0
tracy created a kind work of art and tracy created a quaint work of art,tracy didn t create a kind work of art,1
kurt created a kind work of art and kurt created a polite work of art,kurt didn t create a kind work of art,1
jack created a green work of art and jack created a fierce work of art,ryan didn t create a fierce work of art,0
daryl created a long work of art and daryl created a poor work of art,josephine didn t create a long work of art,0
fannie created a kind work of art and fannie created a shapely work of art,fannie didn t create a kind work of art,1
kristen created a scruffy work of art and kristen created a better work of art,kristen didn t create a scruffy work of art,1
jeff created a gentle work of art and jeff created a famous work of art,jeff didn t create a gentle work of art,1
sally created an obnoxious work of art and sally created a vast work of art,ellen didn t create an obnoxious work of art,0
fannie created a dead work of art and fannie created a rich work of art,laura didn t create a rich work of art,0
jeffrey created a salmon work of art and jeffrey created a white work of art,melvin didn t create a salmon work of art,0
inez created an icy work of art and inez created a calm work of art,inez didn t create an icy work of art,1
lola created a glamorous work of art and lola created a proud work of art,lola didn t create an eager work of art,0
barry created a jolly work of art and barry created an inexpensive work of art,barry didn t create a jolly work of art,1
kristina created a nice work of art and kristina created a chubby work of art,kristina didn t create a nice work of art,1
andrew created a chubby work of art and andrew created a thankful work of art,andrew didn t create a chubby work of art,1
hector created a nervous work of art and hector created a long work of art,hector didn t create a nervous work of art,1
velma created a shy work of art and velma created a jolly work of art,randall didn t create a shy work of art,0
alexander created a famous work of art and alexander created an ugly work of art,alexander didn t create a famous work of art,1
ronnie created a nice work of art and ronnie created a clever work of art,kimberly didn t create a nice work of art,0
sharon created a skinny work of art and sharon created a mysterious work of art,sharon didn t create a scruffy work of art,0
ralph created an uninterested work of art and ralph created an obedient work of art,lonnie didn t create an obedient work of art,0
sylvia created a zealous work of art and sylvia created a mealy work of art,sylvia didn t create a zealous work of art,1
vivian created an easy work of art and vivian created a kind work of art,tyler didn t create an easy work of art,0
paula created an orange work of art and paula created an agreeable work of art,paula didn t create an orange work of art,1
mabel created an eager work of art and mabel created an ugly work of art,dan didn t create an ugly work of art,0
gabriel created a plain work of art and gabriel created an uninterested work of art,lisa didn t create a plain work of art,0
benjamin created a magnificent work of art and benjamin created a worried work of art,benjamin didn t create a magnificent work of art,1
jeffrey created a white work of art and jeffrey created a flabby work of art,jeffrey didn t create a white work of art,1
jan created a jealous work of art and jan created a fancy work of art,jan didn t create a clean work of art,0
alice created a scary work of art and alice created a gorgeous work of art,jessie didn t create a gorgeous work of art,0
