sentence1,sentence2,label
blanche has traveled to bucharest and sandy has traveled to bucharest,virgil didn t travel to bucharest,1
blanche has traveled to bucharest and sandy has traveled to bucharest,victor didn t travel to bucharest,1
bobbie has traveled to reghin and sandy has traveled to vaslui,david didn t travel to vaslui,1
alison has visited arad and sandy has visited arad,derek didn t visit arad,1
alison went to vaslui and sandy went to deva,dora didn t go to vaslui,0
bobbie has traveled to vaslui and sandy has traveled to cluj napoca,richard didn t travel to cluj napoca,1
judith went to blaj and isaac went to blaj,bobbie didn t go to mangalia,0
erin has visited slobozia and sandy has visited slobozia,dawn didn t visit slobozia,1
carl went to mangalia and howard went to craiova,alan didn t go to mangalia,1
carl went to craiova and sandy went to baia mare,lester didn t go to craiova,1
megan has visited blaj and sandy has visited slatina,jeff didn t visit slatina,0
lydia has visited mangalia and howard has visited mangalia,faye didn t visit mangalia,1
alison has visited arad and sandy has visited lugoj,wallace didn t visit lugoj,1
glen went to slobozia and isaac went to giurgiu,maggie didn t go to giurgiu,1
blanche went to bucharest and sandy went to bucharest,dale didn t go to bucharest,0
kathryn has visited cluj napoca and jimmy has visited baia mare,manuel didn t visit vaslui,0
ruth has traveled to giurgiu and sandy has traveled to lugoj,phyllis didn t travel to bucharest,0
kathryn has traveled to hunedoara and sandy has traveled to blaj,beverly didn t travel to blaj,1
sheryl went to cluj napoca and sandy went to cluj napoca,cora didn t go to cluj napoca,1
brandy has visited dej and sandy has visited dej,victor didn t visit dej,0
carl has traveled to mangalia and sandy has traveled to dej,juanita didn t travel to slatina,0
lillian has visited slatina and sandy has visited slatina,angel didn t visit timisoara,0
lillian has visited timisoara and sandy has visited timisoara,guy didn t visit timisoara,0
tyrone has visited oradea and sandy has visited oradea,calvin didn t visit oradea,1
carl went to giurgiu and clinton went to reghin,roberta didn t go to giurgiu,0
megan has visited blaj and howard has visited mangalia,misty didn t visit mangalia,0
cody went to craiova and sandy went to vaslui,troy didn t go to craiova,1
jennie has traveled to blaj and sandy has traveled to blaj,brandon didn t travel to blaj,0
judith went to blaj and isaac went to blaj,kristen didn t go to arad,0
bobbie has visited deva and sandy has visited cluj napoca,lynda didn t visit cluj napoca,1
blanche went to slatina and sandy went to hunedoara,rachel didn t go to slatina,0
bobbie has visited turda and sandy has visited turda,lester didn t visit hunedoara,0
erin has visited bucharest and sandy has visited bucharest,charles didn t visit hunedoara,0
tyrone has visited oradea and sandy has visited oradea,melvin didn t visit oradea,1
carl went to oradea and sandy went to baia mare,jeffery didn t go to oradea,1
judith went to reghin and sandy went to blaj,yvonne didn t go to blaj,1
glen has traveled to deva and sandy has traveled to deva,randy didn t travel to deva,1
glen went to arad and sandy went to cluj napoca,guy didn t go to cluj napoca,1
bobbie has traveled to vaslui and sandy has traveled to blaj,toni didn t travel to blaj,0
kathryn has traveled to hunedoara and francis has traveled to hunedoara,patricia didn t travel to hunedoara,0
alison went to arad and sandy went to slatina,alexander didn t go to lugoj,0
brandy has visited dej and sandy has visited bucharest,john didn t visit cluj napoca,0
ruth has visited giurgiu and sandy has visited giurgiu,sherry didn t visit giurgiu,1
lillian has traveled to tulcea and howard has traveled to mangalia,anthony didn t travel to bucharest,0
blanche has traveled to oradea and sandy has traveled to oradea,jesus didn t travel to oradea,0
myrtle went to turda and clinton went to turda,sonya didn t go to turda,1
myrtle went to turda and clinton went to turda,glenn didn t go to turda,1
mitchell went to craiova and howard went to craiova,kristin didn t go to craiova,1
sheryl went to cluj napoca and sandy went to cluj napoca,robert didn t go to slatina,0
glen went to deva and sandy went to cluj napoca,verna didn t go to lugoj,0
blanche has traveled to oradea and sandy has traveled to arad,roger didn t travel to hunedoara,0
blanche went to bucharest and sandy went to bucharest,audrey didn t go to bucharest,1
carl went to mangalia and sandy went to baia mare,carl didn t go to baia mare,1
nellie went to cluj napoca and sandy went to arad,douglas didn t go to cluj napoca,1
mae has traveled to craiova and howard has traveled to craiova,angel didn t travel to slobozia,0
isaac has traveled to slobozia and chad has traveled to slobozia,renee didn t travel to slobozia,1
sarah has visited craiova and sandy has visited vaslui,blanche didn t visit craiova,0
lillian has visited slatina and howard has visited craiova,ben didn t visit craiova,0
ida went to cluj napoca and sandy went to oradea,mike didn t go to cluj napoca,1
jodi has traveled to slatina and sandy has traveled to cluj napoca,bertha didn t travel to lugoj,0
sheryl has visited cluj napoca and sandy has visited cluj napoca,walter didn t visit oradea,0
blanche went to oradea and sandy went to arad,melanie didn t go to arad,1
bobbie has visited reghin and sandy has visited oradea,brett didn t visit reghin,1
alison went to vaslui and sandy went to cluj napoca,glenda didn t go to vaslui,1
dean has traveled to turda and chad has traveled to turda,natalie didn t travel to turda,0
blanche has traveled to oradea and sandy has traveled to bucharest,courtney didn t travel to oradea,1
alison went to vaslui and sandy went to vaslui,willie didn t go to vaslui,1
glen went to slobozia and sandy went to slatina,doris didn t go to dej,0
kathryn went to hunedoara and sandy went to deva,ruth didn t go to hunedoara,1
ian has traveled to cluj napoca and chad has traveled to giurgiu,jonathan didn t travel to cluj napoca,1
ida went to bucharest and clinton went to reghin,caroline didn t go to cluj napoca,0
alison has traveled to arad and sandy has traveled to arad,christy didn t travel to deva,0
isaac has traveled to slatina and sandy has traveled to slatina,bobbie didn t travel to slatina,1
blanche has traveled to bucharest and sandy has traveled to bucharest,opal didn t travel to bucharest,1
kathryn has visited hunedoara and sandy has visited hunedoara,gertrude didn t visit hunedoara,1
lillian has traveled to tulcea and sandy has traveled to tulcea,diane didn t travel to tulcea,1
judith has visited reghin and sandy has visited dej,kelly didn t visit reghin,1
glen went to deva and sandy went to deva,clyde didn t go to deva,1
kathryn has traveled to hunedoara and francis has traveled to hunedoara,kayla didn t travel to hunedoara,0
kathryn went to turda and isaac went to giurgiu,kelly didn t go to giurgiu,1
cody has traveled to reghin and sandy has traveled to blaj,douglas didn t travel to reghin,0
ida has traveled to bucharest and sandy has traveled to dej,antoinette didn t travel to oradea,0
cecilia has visited hunedoara and sandy has visited bucharest,antoinette didn t visit hunedoara,1
nelson went to giurgiu and sandy went to slatina,tim didn t go to slatina,1
glen went to deva and sandy went to deva,kenneth didn t go to deva,1
lynn has traveled to turda and chad has traveled to turda,sara didn t travel to turda,1
lydia has visited reghin and sandy has visited reghin,bonnie didn t visit reghin,1
isaac has traveled to slobozia and chad has traveled to slobozia,don didn t travel to slobozia,1
mae has traveled to craiova and howard has traveled to craiova,charlene didn t travel to craiova,0
blanche has traveled to bucharest and sandy has traveled to bucharest,teresa didn t travel to bucharest,1
lillie has traveled to oradea and sandy has traveled to lugoj,kimberly didn t travel to oradea,1
alison has traveled to arad and sandy has traveled to turda,karl didn t travel to turda,1
alison went to lugoj and sandy went to lugoj,annie didn t go to baia mare,0
terrance has visited mangalia and howard has visited craiova,sylvia didn t visit craiova,1
megan has visited blaj and sandy has visited blaj,joyce didn t visit blaj,0
pauline has visited deva and sandy has visited bucharest,monica didn t visit bucharest,1
brandy has visited dej and sandy has visited dej,gordon didn t visit dej,1
megan has visited blaj and sandy has visited blaj,connie didn t visit blaj,0
bobbie has visited vaslui and sandy has visited deva,darlene didn t visit deva,1
blanche went to bucharest and sandy went to bucharest,norman didn t go to bucharest,1
sarah has visited craiova and howard has visited craiova,tanya didn t visit turda,0
bobbie has visited vaslui and sandy has visited vaslui,sherri didn t visit vaslui,1
lori has traveled to mangalia and howard has traveled to mangalia,katherine didn t travel to oradea,0
sheryl went to cluj napoca and sandy went to cluj napoca,crystal didn t go to cluj napoca,0
blanche went to oradea and sandy went to blaj,sandy didn t go to oradea,1
blanche has traveled to bucharest and sandy has traveled to bucharest,andrew didn t travel to bucharest,1
nellie went to tulcea and sandy went to arad,russell didn t go to tulcea,1
lydia has visited reghin and sandy has visited reghin,lewis didn t visit reghin,1
pauline has visited deva and sandy has visited bucharest,gloria didn t visit deva,1
erin has visited slobozia and sandy has visited slobozia,jeanne didn t visit slobozia,1
lynn has traveled to turda and chad has traveled to turda,eileen didn t travel to turda,1
erin has visited bucharest and sandy has visited bucharest,maxine didn t visit bucharest,1
glen went to arad and howard went to craiova,mae didn t go to craiova,1
lillian has traveled to timisoara and sandy has traveled to timisoara,neil didn t travel to timisoara,1
erin has visited tulcea and sandy has visited tulcea,beth didn t visit blaj,0
jennie has traveled to blaj and sandy has traveled to blaj,opal didn t travel to blaj,1
ida has traveled to bucharest and sandy has traveled to cluj napoca,eric didn t travel to bucharest,1
kathryn went to hunedoara and clinton went to hunedoara,eddie didn t go to baia mare,0
sarah has traveled to craiova and howard has traveled to mangalia,robert didn t travel to mangalia,1
bobbie has traveled to cluj napoca and clinton has traveled to reghin,edith didn t travel to reghin,1
ida went to bucharest and sandy went to cluj napoca,alfredo didn t go to cluj napoca,1
lori has traveled to mangalia and howard has traveled to mangalia,barbara didn t travel to mangalia,0
kathryn has visited giurgiu and sandy has visited arad,monique didn t visit giurgiu,0
sheryl has visited cluj napoca and sandy has visited cluj napoca,bradley didn t visit cluj napoca,1
mae has traveled to craiova and howard has traveled to craiova,caroline didn t travel to craiova,0
bobbie has visited arad and sandy has visited tulcea,bob didn t visit tulcea,1
lori went to tulcea and sandy went to tulcea,bobbie didn t go to tulcea,0
nathan has traveled to lugoj and sandy has traveled to lugoj,antonio didn t travel to lugoj,1
alison went to vaslui and sandy went to blaj,cecilia didn t go to vaslui,1
carl went to baia mare and sandy went to baia mare,diane didn t go to baia mare,0
lillian has traveled to tulcea and sandy has traveled to oradea,leah didn t travel to oradea,0
judith went to blaj and isaac went to blaj,lisa didn t go to mangalia,0
bobbie has traveled to arad and clinton has traveled to reghin,tonya didn t travel to reghin,0
jodi has visited slatina and sandy has visited vaslui,evelyn didn t visit vaslui,1
erin has traveled to bucharest and sandy has traveled to tulcea,matthew didn t travel to tulcea,1
sheryl went to cluj napoca and clinton went to reghin,jim didn t go to lugoj,0
erin has visited bucharest and sandy has visited bucharest,marilyn didn t visit bucharest,1
alison has traveled to arad and sandy has traveled to lugoj,jose didn t travel to arad,1
isaac has traveled to slatina and sandy has traveled to slatina,alma didn t travel to lugoj,0
pauline has visited baia mare and sandy has visited arad,larry didn t visit baia mare,1
ruth has visited giurgiu and sandy has visited giurgiu,sean didn t visit deva,0
bobbie has visited arad and sandy has visited vaslui,roland didn t visit vaslui,1
alison went to vaslui and sandy went to vaslui,jordan didn t go to vaslui,1
kathryn has visited baia mare and sandy has visited slatina,leslie didn t visit slatina,0
ida went to bucharest and sandy went to dej,thomas didn t go to dej,1
carl went to mangalia and howard went to mangalia,harriet didn t go to giurgiu,0
carl has traveled to baia mare and jimmy has traveled to baia mare,corey didn t travel to baia mare,0
blanche went to bucharest and sandy went to bucharest,lee didn t go to lugoj,0
blanche has traveled to bucharest and sandy has traveled to bucharest,larry didn t travel to hunedoara,0
jodi has visited slatina and sandy has visited slatina,michael didn t visit slatina,0
diane has visited deva and sandy has visited deva,brandon didn t visit dej,0
carl has visited baia mare and jimmy has visited baia mare,leon didn t visit baia mare,0
kathryn went to turda and sandy went to hunedoara,darrell didn t go to turda,1
erin has visited bucharest and sandy has visited bucharest,harold didn t visit bucharest,0
erin has visited slobozia and sandy has visited slobozia,floyd didn t visit slobozia,1
alison went to arad and sandy went to turda,wanda didn t go to timisoara,0
glen has visited deva and sandy has visited deva,christy didn t visit deva,1
perry has traveled to slobozia and sandy has traveled to turda,jose didn t travel to tulcea,0
alison went to lugoj and sandy went to lugoj,charlotte didn t go to lugoj,1
ida went to turda and sandy went to lugoj,enrique didn t go to lugoj,1
lillian has traveled to dej and jimmy has traveled to baia mare,tammy didn t travel to giurgiu,0
glen went to dej and sandy went to arad,tamara didn t go to arad,0
brandy has traveled to giurgiu and chad has traveled to giurgiu,luis didn t travel to giurgiu,1
ruth has traveled to lugoj and howard has traveled to craiova,ruth didn t travel to mangalia,0
erin has traveled to tulcea and sandy has traveled to bucharest,samantha didn t travel to tulcea,1
myrtle went to turda and clinton went to turda,sam didn t go to turda,1
blanche went to bucharest and sandy went to bucharest,dawn didn t go to bucharest,1
carl went to slobozia and isaac went to slobozia,marshall didn t go to slobozia,0
myrtle went to turda and clinton went to turda,vivian didn t go to baia mare,0
pauline went to turda and sandy went to vaslui,flora didn t go to turda,1
kathryn went to lugoj and sandy went to hunedoara,lucy didn t go to lugoj,0
ida has traveled to bucharest and sandy has traveled to turda,monique didn t travel to bucharest,1
carl went to slobozia and isaac went to slobozia,joanna didn t go to slobozia,1
lillian has traveled to tulcea and sandy has traveled to dej,gary didn t travel to dej,1
ida went to bucharest and sandy went to bucharest,ramon didn t go to bucharest,0
ida went to bucharest and clinton went to reghin,ruth didn t go to bucharest,1
brandy went to dej and sandy went to oradea,margie didn t go to turda,0
ida has visited turda and sandy has visited lugoj,tanya didn t visit reghin,0
glen went to deva and sandy went to deva,katrina didn t go to deva,1
ellen has traveled to dej and clinton has traveled to reghin,shelly didn t travel to bucharest,0
erin has visited bucharest and sandy has visited bucharest,eddie didn t visit bucharest,1
glen went to craiova and sandy went to cluj napoca,kimberly didn t go to cluj napoca,0
myrtle went to turda and clinton went to turda,lewis didn t go to turda,1
erin has visited bucharest and sandy has visited bucharest,bonnie didn t visit bucharest,0
nathan has traveled to lugoj and sandy has traveled to lugoj,stephanie didn t travel to turda,0
cody has traveled to craiova and sandy has traveled to hunedoara,lula didn t travel to hunedoara,1
bobbie has traveled to vaslui and sandy has traveled to vaslui,monica didn t travel to slobozia,0
lillian has traveled to tulcea and chad has traveled to giurgiu,irma didn t travel to tulcea,0
ida went to bucharest and sandy went to oradea,jesus didn t go to oradea,1
lillian has visited dej and jimmy has visited baia mare,ralph didn t visit baia mare,1
mae has traveled to craiova and howard has traveled to craiova,rhonda didn t travel to craiova,0
bobbie has visited arad and sandy has visited slobozia,jennifer didn t visit arad,0
kathryn has visited oradea and sandy has visited slatina,james didn t visit slatina,0
erin has visited bucharest and sandy has visited bucharest,marie didn t visit bucharest,1
glen went to dej and sandy went to dej,claude didn t go to bucharest,0
kathryn went to cluj napoca and sandy went to timisoara,nora didn t go to bucharest,0
bobbie has visited reghin and sandy has visited vaslui,chester didn t visit vaslui,1
lori went to tulcea and sandy went to tulcea,seth didn t go to blaj,0
glen went to dej and sandy went to dej,jan didn t go to dej,0
erin has visited bucharest and sandy has visited tulcea,charlene didn t visit timisoara,0
blanche has traveled to bucharest and sandy has traveled to bucharest,lee didn t travel to bucharest,1
natalie has traveled to cluj napoca and sandy has traveled to arad,virginia didn t travel to arad,1
ida went to cluj napoca and sandy went to bucharest,wayne didn t go to bucharest,1
ida has visited cluj napoca and howard has visited craiova,jennie didn t visit cluj napoca,1
erin has visited slobozia and sandy has visited slobozia,lester didn t visit slobozia,1
lillian has visited timisoara and sandy has visited timisoara,willard didn t visit timisoara,1
pauline went to turda and sandy went to deva,adrian didn t go to turda,0
megan has visited blaj and sandy has visited deva,jean didn t visit blaj,1
alison has visited arad and sandy has visited timisoara,jamie didn t visit deva,0
mitchell went to craiova and clinton went to reghin,judith didn t go to turda,0
lillian has traveled to timisoara and howard has traveled to craiova,william didn t travel to craiova,1
bobbie has traveled to turda and sandy has traveled to deva,angela didn t travel to turda,0
lillian has traveled to timisoara and sandy has traveled to oradea,kenneth didn t travel to oradea,1
kathryn has traveled to hunedoara and francis has traveled to hunedoara,isabel didn t travel to hunedoara,1
sarah has visited craiova and sandy has visited turda,geneva didn t visit vaslui,0
sarah has visited craiova and sandy has visited deva,renee didn t visit deva,1
sheryl has traveled to cluj napoca and sandy has traveled to cluj napoca,melinda didn t travel to cluj napoca,0
ida went to bucharest and sandy went to turda,paul didn t go to turda,1
alison went to vaslui and isaac went to giurgiu,jessie didn t go to vaslui,0
blanche went to oradea and sandy went to oradea,kristen didn t go to oradea,1
erin has traveled to bucharest and sandy has traveled to tulcea,dean didn t travel to tulcea,0
alison has visited arad and sandy has visited arad,suzanne didn t visit arad,0
lillian has visited slatina and sandy has visited slatina,jared didn t visit slatina,0
lillian has visited dej and sandy has visited cluj napoca,olivia didn t visit dej,0
carl went to mangalia and howard went to mangalia,jerome didn t go to mangalia,1
lynn has traveled to turda and chad has traveled to turda,joe didn t travel to turda,0
brandy has visited dej and sandy has visited dej,mabel didn t visit dej,0
kathryn has visited hunedoara and jimmy has visited baia mare,felicia didn t visit hunedoara,1
alison went to arad and clinton went to arad,constance didn t go to arad,1
bobbie has traveled to vaslui and sandy has traveled to vaslui,jerome didn t travel to vaslui,1
blanche went to slatina and sandy went to slatina,bradley didn t go to reghin,0
kathryn has traveled to hunedoara and francis has traveled to hunedoara,miriam didn t travel to hunedoara,0
zachary has traveled to baia mare and sandy has traveled to blaj,daisy didn t travel to blaj,1
bobbie has visited turda and sandy has visited deva,catherine didn t visit deva,1
bobbie has traveled to vaslui and sandy has traveled to vaslui,vivian didn t travel to baia mare,0
glen went to deva and sandy went to deva,katie didn t go to deva,1
judith went to blaj and isaac went to blaj,willie didn t go to blaj,0
sarah has visited craiova and sandy has visited oradea,tracy didn t visit craiova,1
lillian has visited dej and sandy has visited slobozia,bessie didn t visit slatina,0
bobbie has visited turda and sandy has visited tulcea,amelia didn t visit tulcea,1
judith went to blaj and isaac went to blaj,esther didn t go to blaj,1
alison went to lugoj and sandy went to lugoj,ivan didn t go to lugoj,1
ida went to cluj napoca and howard went to craiova,marguerite didn t go to craiova,1
lydia has visited reghin and sandy has visited reghin,denise didn t visit reghin,1
nathan has traveled to lugoj and sandy has traveled to lugoj,erica didn t travel to lugoj,1
lydia has visited reghin and sandy has visited reghin,dana didn t visit reghin,1
blanche went to oradea and sandy went to oradea,sandra didn t go to oradea,1
sheryl has visited cluj napoca and sandy has visited cluj napoca,jared didn t visit mangalia,0
ruth has visited hunedoara and sandy has visited tulcea,patrick didn t visit tulcea,1
sarah has visited craiova and howard has visited craiova,tony didn t visit craiova,1
isaac has traveled to slobozia and chad has traveled to slobozia,geraldine didn t travel to dej,0
erin has traveled to bucharest and sandy has traveled to tulcea,kirk didn t travel to tulcea,1
sheryl went to cluj napoca and sandy went to cluj napoca,george didn t go to cluj napoca,1
isaac has traveled to slobozia and chad has traveled to slobozia,armando didn t travel to slobozia,0
carl has traveled to baia mare and howard has traveled to mangalia,sergio didn t travel to craiova,0
alison has visited arad and sandy has visited arad,edward didn t visit baia mare,0
brandy has traveled to giurgiu and chad has traveled to giurgiu,jennifer didn t travel to dej,0
pauline has visited baia mare and sandy has visited bucharest,andrew didn t visit reghin,0
bobbie has traveled to turda and sandy has traveled to vaslui,judy didn t travel to lugoj,0
brandy has visited dej and sandy has visited dej,luz didn t visit dej,1
lillian went to timisoara and sandy went to timisoara,molly didn t go to timisoara,1
blanche has traveled to deva and sandy has traveled to oradea,tyler didn t travel to deva,1
diane has visited deva and sandy has visited deva,erica didn t visit blaj,0
lillian went to timisoara and clinton went to reghin,natalie didn t go to timisoara,0
alison went to arad and clinton went to reghin,olivia didn t go to oradea,0
isaac has visited slatina and sandy has visited slatina,lydia didn t visit slatina,1
bobbie has visited vaslui and sandy has visited vaslui,nathan didn t visit vaslui,0
sam has traveled to slobozia and sandy has traveled to oradea,olga didn t travel to dej,0
brandy has traveled to giurgiu and sandy has traveled to timisoara,dennis didn t travel to bucharest,0
lori has traveled to mangalia and howard has traveled to mangalia,lorraine didn t travel to mangalia,1
lillian has visited timisoara and sandy has visited timisoara,perry didn t visit bucharest,0
erin has visited bucharest and sandy has visited bucharest,wilma didn t visit tulcea,0
myrtle went to turda and clinton went to turda,emily didn t go to tulcea,0
sarah has visited craiova and howard has visited craiova,june didn t visit oradea,0
blanche went to bucharest and sandy went to bucharest,lindsay didn t go to bucharest,0
carl has visited baia mare and jimmy has visited baia mare,claude didn t visit baia mare,1
glen went to deva and clinton went to deva,brittany didn t go to deva,0
tyrone has visited oradea and sandy has visited oradea,marilyn didn t visit turda,0
lillian has visited tulcea and sandy has visited dej,kelly didn t visit dej,1
nathan has traveled to lugoj and sandy has traveled to lugoj,sheila didn t travel to lugoj,1
carl has traveled to baia mare and jimmy has traveled to baia mare,anthony didn t travel to slobozia,0
erin has visited bucharest and sandy has visited bucharest,jacqueline didn t visit bucharest,1
erin has visited tulcea and sandy has visited tulcea,inez didn t visit tulcea,0
megan has visited blaj and sandy has visited slobozia,marion didn t visit slobozia,1
bobbie has traveled to vaslui and sandy has traveled to vaslui,lindsay didn t travel to vaslui,1
bobbie has visited reghin and howard has visited mangalia,marian didn t visit reghin,1
erin has visited tulcea and sandy has visited tulcea,pauline didn t visit tulcea,1
kathryn went to lugoj and sandy went to timisoara,bobby didn t go to lugoj,1
alison went to vaslui and sandy went to vaslui,brenda didn t go to vaslui,1
bobbie has visited vaslui and sandy has visited oradea,allan didn t visit vaslui,1
ruth has visited lugoj and sandy has visited dej,ethel didn t visit lugoj,1
pauline has traveled to baia mare and sandy has traveled to bucharest,sue didn t travel to bucharest,1
lillian has traveled to timisoara and sandy has traveled to timisoara,katrina didn t travel to timisoara,1
lori went to tulcea and sandy went to tulcea,wade didn t go to tulcea,0
lillian has traveled to turda and sandy has traveled to slatina,jim didn t travel to bucharest,0
dean has traveled to reghin and clinton has traveled to reghin,donna didn t travel to reghin,1
sarah has visited craiova and sandy has visited hunedoara,norman didn t visit hunedoara,1
jennie has traveled to blaj and sandy has traveled to blaj,leslie didn t travel to blaj,0
erin has visited bucharest and sandy has visited bucharest,jason didn t visit bucharest,0
kathryn has traveled to hunedoara and francis has traveled to hunedoara,cecilia didn t travel to hunedoara,1
dean has traveled to reghin and clinton has traveled to reghin,christian didn t travel to reghin,1
carl went to mangalia and howard went to mangalia,marsha didn t go to mangalia,1
diane has visited deva and sandy has visited deva,tonya didn t visit lugoj,0
bobbie has visited vaslui and howard has visited craiova,antonio didn t visit craiova,1
ida went to bucharest and sandy went to hunedoara,roger didn t go to bucharest,1
carl went to mangalia and howard went to mangalia,larry didn t go to mangalia,1
tyrone has visited oradea and sandy has visited oradea,bobbie didn t visit oradea,1
lori has traveled to mangalia and howard has traveled to mangalia,miguel didn t travel to mangalia,1
erin has visited bucharest and chad has visited giurgiu,earl didn t visit bucharest,1
carl went to giurgiu and sandy went to cluj napoca,gregory didn t go to cluj napoca,1
bobbie has traveled to vaslui and sandy has traveled to vaslui,becky didn t travel to vaslui,1
