sentence1,sentence2,label
Jeff created a faithful and quaint work of art, Jeff didn't create a faithful work of art,1
Cathy hung up on me and taught middle school science,Cathy didn't hang up on me,1
John went to Oradea and Reghin,Alfredo didn't go to Reghin,0
Ella sent me a note and hid a smile,Nathaniel didn't send me a note,0
Carol let use this pen and sent me a letter,Armando didn't let use this pen,0
Clara has visited Lugoj and Arad,Max didn't visit Arad,0
Donald created a yellow and mealy work of art, Jaime didn't create a mealy work of art,0
Mabel created a witty and shapely work of art, Mabel didn't create an important work of art,0
Glen is zealous and Julio is brave, Terrance is not uninterested,0
Steve is jolly and Jeffrey is inexpensive, Steve is not inexpensive,0
Lisa saw a boy driving a orange bicycle,Lisa didn't saw a boy driving Aaron's new Tesla Roadster,0
Derrick created a scruffy and dead work of art, Margie didn't create a scruffy work of art,0
Megan beat Regina out of 20 dollars and had a gray car,Megan didn't beat Regina out of 20 dollars,1
Ross and Misty went to Lugoj,Ross didn't go to Lugoj,1
Douglas created a shy and attractive work of art, Douglas didn't create a shy work of art,1
Lillie is faithful and Nathan is victorious, Lillie is not faithful,1
"Brandy, who is a pilot, visit Sonya",Brandy isn't a pilot,1
Kyle ran from me and burned some calories,Kyle didn't drink a beer,0
"Amy, who is a scientist, bought the new Tesla Roadster","Amy, who is a cop, didn't buy the new Tesla Roadster",0
Tanya went to Baia Mare and Slatina,Tanya didn't go to Baia Mare,1
Amy has traveled to Bucharest and Giurgiu,Amy didn't travel to Giurgiu,1
Clayton held me back and took a summer job,Clayton didn't hold me back,1
Gina saw Justin driving a red car,Gina didn't saw Justin driving,1
Glen went to Oradea and Mangalia,Melinda didn't go to Mangalia,0
Isabel froze June's bank account and cut himself,Derrick didn't freeze June's bank account,0
Claudia has traveled to Lugoj and Timisoara,Lonnie didn't travel to Timisoara,0
Carol is easy and Jan is important, Jan is not important,1
Ruben and Andy went to Slobozia,Andy didn't go to Reghin,0
Dan held her close and shut the door down,Dan didn't lose the purple car in Deva,0
Wallace created a faithful and nice work of art, Wallace didn't create a faithful work of art,1
Jay and Beth have visited Deva,Harriet didn't visit Deva,0
"Raul, who is a plumber, visit Martin","Raul, Derek's father, didn't visit Martin",0
Cory created a panicky and scruffy work of art, Lucille didn't create a scruffy work of art,0
Patrick wrote a song about the sky and rode the horse,Patrick didn't write a song about the sky,1
Harriet is nice and Irene is dead, Harriet is not dead,0
"Derek, who is a engineer, saw the new Tesla Roadster","Derek, Jackie's father, didn't saw the new Tesla Roadster",0
Robin paid me and flew to Arad,Robin didn't pay me,1
David is happy and Helen is nice, David is not happy,1
"Yvette, who is a carpenter, visit Willie",Yvette isn't a carpenter,1
"Irene, who is a journalist, saw the new Marvel movie from the Russo Brothers",Irene didn't saw the new Marvel movie from the Russo Brothers,1
Dean created a powerful and zealous work of art, Maryann didn't create a powerful work of art,0
Iris let me drive Joseph's mango car and swam out toward the blue boat,Clifford didn't swim out toward the blue boat,0
Billy rode the horse and sat on the mat,Billy didn't teach Herbert about songwriting,0
"Benjamin, who is a cleaner, saw the new Marvel movie from the Russo Brothers",Benjamin didn't saw the new Marvel movie from the Russo Brothers,1
Doris saw Katrina driving a blue car,Doris didn't saw Katrina driving in Giurgiu,0
Andrea woke up and forgave Marlene,Andrea didn't forgive Marlene,1
"Ian, who is a secretary, bought a Macbook","Ian, Shawn's father, didn't buy a Macbook",0
Alicia went to Lugoj and Dej,Jason didn't go to Lugoj,0
Ron forgot about Kristina's past and spoke to me,Ron didn't speak to me,1
Kevin created an itchy and gentle work of art, Kevin didn't create an itchy work of art,1
Byron saw a girl driving in Deva,Byron didn't saw a girl driving,1
Leonard and Dennis have traveled to Timisoara,Dennis didn't travel to Bucharest,0
Madeline created a proud and rich work of art, Madeline didn't create a proud work of art,1
"Norman, who is a secretary, saw a blue plane",Norman didn't saw a blue plane,1
Tim has visited Oradea and Arad,Tim didn't visit Oradea,1
Mark created a wonderful and kind work of art, Mark didn't create a wonderful work of art,1
Rosa bet on the game and forgot about Sam's past,Hilda didn't forget about Sam's past,0
Alan burned some calories and read the book about spiders,Sheryl didn't read the book about spiders,0
Vincent is thankful and Kristen is unimportant, Kristen is not thankful,0
"Beth, who is a hairdresser, visit Brent","Beth, Wallace's mother, didn't visit Brent",0
Lorraine created a fierce and pitiful work of art, Lorraine didn't create a fierce work of art,1
Micheal ran from me and kept Elsie's secret from me,Janet didn't keep Elsie's secret from me,0
Russell saw Kenneth driving Lydia's new Tesla Roadster,Russell didn't saw Kenneth driving an electric green bicycle,0
Rodney saw a girl driving a lemon bicycle,Rodney didn't saw a girl driving Raul's new Tesla Roadster,0
Agnes is alive and Virgil is rich, Virgil is not rich,1
Allan is lively and Lee is zealous, Bessie is odd,0
Hector is happy and Wade is famous, Hector is not famous,0
Cory saw Darlene driving Randall's new Tesla Roadster,Cory didn't saw Darlene driving Randy's bicycle,0
"Myrtle, who is a cleaner, visit Gerald","Myrtle, who is a baker, didn't visit Gerald",0
Armando went to Bucharest and Oradea,Patsy didn't go to Oradea,0
Gregory saw Dale driving Denise's new Tesla Roadster,Gregory didn't saw Dale driving,1
Dwight and Victor have traveled to Cluj-Napoca,Victor didn't travel to Lugoj,0
Lewis and Marsha went to Giurgiu,Lewis didn't go to Giurgiu,1
Rita cut my hair and slept for one day,Rita didn't cut my hair,1
Jessica created a quaint and faithful work of art, Jessica didn't create a quaint work of art,1
Michele saw Kelly and got me lying,Michele didn't see Kelly,1
Marjorie saw a boy driving Amelia's new Tesla Roadster,Marjorie didn't saw a boy driving Larry's bicycle,0
Lula created a stocky and inexpensive work of art, Lula didn't create a stocky work of art,1
Joe created an icy and itchy work of art, Joe didn't create an icy work of art,1
Marion saw a boy driving a yellow bicycle,Marion didn't saw a boy driving,1
Velma lost Katrina's white car and brought me out of Joyce's house,Velma didn't bring me out of Joyce's house,1
Monica created a better and long work of art, Monica didn't create a better work of art,1
"Ida, who is a nurse, bought a cup of coffee","Ida, who is a builder, didn't buy a cup of coffee",0
Rene saw a boy driving a ashy bicycle,Rene didn't saw a boy driving an electric icy bicycle,0
Thomas ate a steak and spoke to him about Giurgiu,Frederick didn't eat a steak,0
Megan is polite and Theodore is aggressive, Megan is not polite,1
Clifton cut a tree and flew to Hunedoara,Rachel didn't fly to Hunedoara,0
Karl lent me Heather's orange bicycle and stood up to Randall,Rebecca didn't stand up to Randall,0
Brent saw a boy driving Tara's car,Brent didn't saw a boy driving,1
Deborah cut himself and laid down,Andre didn't cut himself,0
Anne and Aaron have traveled to Arad,Anne didn't travel to Arad,1
Vickie is brave and Tonya is helpful, Vickie is not helpful,0
Theresa is gentle and Marvin is mushy, Marvin is not gentle,0
Jackie and Leroy have traveled to Bucharest,Leroy didn't travel to Bucharest,1
Nina and Frank have traveled to Timisoara,Nina didn't travel to Timisoara,1
"Wendy, who is a secretary, saw the car crash",Wendy isn't a secretary,1
George drank a bottle of wine and saw Casey,Nora didn't drink a bottle of wine,0
"Darrell, who is a doctor, saw a blue plane","Darrell, Mamie's father, didn't saw a blue plane",0
Minnie created a clumsy and agreeable work of art, Fernando didn't create a clumsy work of art,0
"Joyce, who is a technician, bought a Chilean wine","Joyce, who is a vet, didn't buy a Chilean wine",0
Rick created an obnoxious and proud work of art, Margie didn't create a proud work of art,0
"Shannon, who is a lawyer, saw the city mayor","Shannon, Lauren's mother, didn't saw the city mayor",0
Tina is polite and Sally is nice, Alice is careful,0
Alicia and Julian have traveled to Deva,Julian didn't travel to Deva,1
Lindsay is gentle and Laurie is happy, Alberta is not important,0
"Ruben, who is a cleaner, saw the accident",Ruben didn't saw the accident,1
Maurice created a hallowed and handsome work of art, Maurice didn't create a hallowed work of art,1
Allison knew Hector's secret and showed Tracey's old photos,Allison didn't show Tracey's old photos,1
Adrian is happy and Nicholas is poor, Adrian is not poor,0
"Steve, who is a nurse, saw a blue plane","Steve, Michael's father, didn't saw a blue plane",0
"Josephine, who is a chef, bought a pizza",Josephine isn't a chef,1
Anna and Peter have visited Turda,Anna didn't visit Dej,0
Jean has visited Cluj-Napoca and Slatina,Jean didn't visit Baia Mare,0
Patricia created a blue and better work of art, Patricia didn't create a blue work of art,1
"Sheryl, who is a journalist, visit Terry",Sheryl didn't visit Terry,1
Sylvia has traveled to Arad and Slatina,Barbara didn't travel to Arad,0
Gabriel and Allen have traveled to Bucharest,Allen didn't travel to Mangalia,0
Derek saw a girl driving an electric white bicycle,Derek didn't saw a girl driving,1
Cory and Heather went to Arad,Cory didn't go to Tulcea,0
Clifford felt a strange and paid Andrea,Jo didn't feel a strange,0
Derrick is wonderful and Mae is uninterested, Mae is not wonderful,0
Rhonda has traveled to Slatina and Bucharest,Rhonda didn't travel to Timisoara,0
Felix told me about the bars in Lugoj and stood in front of the crowd,Felix didn't tell me about the bars in Lugoj,1
Angel went to Deva and Slatina,Kristina didn't go to Slatina,0
Fred saw a boy running from a gray bus,Fred didn't saw a boy running from Ricky's car,0
"Allan, who is a nurse, saw the car crash","Allan, who is a judge, didn't saw the car crash",0
Gail saw a girl driving Ted's new Tesla Roadster,Gail didn't saw a girl driving a green car,0
Terrance wrote me about Rick and put the phone down,Terrance didn't put the phone down,1
Christine is aggressive and Sherry is kind, Christine is not aggressive,1
Irene and Marjorie have traveled to Cluj-Napoca,Irene didn't travel to Cluj-Napoca,1
Sonia is happy and Bryan is clever, Sonia is not clever,0
Morris went to Deva and Lugoj,Morris didn't go to Deva,1
Angel and Arnold have traveled to Cluj-Napoca,Arnold didn't travel to Giurgiu,0
Byron saw Carol running from a parade car,Byron didn't saw Carol running from a bus going to Oradea,0
"Naomi, who is a cleaner, saw the city mayor","Naomi, Joanne's mother, didn't saw the city mayor",0
Greg saw a boy driving Jimmie's new Tesla Roadster,Greg didn't saw a boy driving an electric yellow bicycle,0
Terry created a gray and handsome work of art, Terry didn't create a gray work of art,1
"Barbara, who is a musician, bought a Macbook",Barbara didn't buy a Macbook,1
Jessie saw Brett driving Kent's new Tesla Roadster,Jessie didn't saw Brett driving,1
Thelma has visited Craiova and Giurgiu,Dave didn't visit Craiova,0
Benjamin created a dazzling and gifted work of art, Benjamin didn't create a dazzling work of art,1
Douglas created a fancy and eager work of art, Douglas didn't create a fancy work of art,1
Ralph created a thoughtless and salmon work of art, Kayla didn't create a salmon work of art,0
"Lynda, who is a vet, bought a japanese novel",Lynda didn't buy a japanese novel,1
Wanda created a famous and unimportant work of art, Katie didn't create an unimportant work of art,0
Lance created a wrong and easy work of art, Randall didn't create an easy work of art,0
Ronald is ambitious and Jeanette is important, Ronald is not important,0
Joy created an obedient and odd work of art, Joy didn't create an obedient work of art,1
Darlene and Gina have traveled to Slatina,Darlene didn't travel to Slatina,1
Iris created an uptight and handsome work of art, Iris didn't create an uptight work of art,1
Jessie hid a smile and chose to live in Vaslui,Don didn't hide a smile,0
Lynda has visited Bucharest and Giurgiu,Lynda didn't visit Giurgiu,1
Francisco flew to Turda and came at midnight,Delores didn't fly to Turda,0
Jonathan gave Jacqueline a yellow shirt and sat on the floor,Virginia didn't sit on the floor,0
Maxine went to Baia Mare and Blaj,Maxine didn't go to Blaj,1
Ken is delightful and Kristin is victorious, Ken is not delightful,1
Jan heard me and hit a tree,Kristi didn't hear me,0
"Jeanne, who is a electrician, bought a pizza","Jeanne, Jim's mother, didn't buy a pizza",0
Laurie blew it and told me everything,Tracy didn't tell me everything,0
"Ian, who is a builder, bought the new Marvel movie from the Russo Brothers","Ian, Lee's father, didn't buy the new Marvel movie from the Russo Brothers",0
"Sherry, who is a dentist, saw a girl running","Sherry, Derrick's mother, didn't saw a girl running",0
Terrence went away and shut the door down,Terrence didn't feel threatened,0
Kelly is obedient and Don is brave, Kelly is not obedient,1
Margie grew up in jail and cut himself,Margie didn't cut himself,1
Kay and Violet went to Turda,Kay didn't go to Slobozia,0
Charlotte created a poor and faithful work of art, Alberta didn't create a faithful work of art,0
Jorge and Thomas went to Giurgiu,Jorge didn't go to Giurgiu,1
Bonnie is faithful and Grace is wrong, Grace is not faithful,0
"Stella, who is a builder, visit Casey",Stella didn't visit Casey,1
Jerome wrote a song about the sky and understood what Rose comment about Tulcea,Jerome didn't write a song about the sky,1
Brett and Janie went to Bucharest,Brett didn't go to Reghin,0
Frederick has traveled to Tulcea and Mangalia,Willard didn't travel to Tulcea,0
Cecilia is wrong and Karl is vast, Karl is not vast,1
Manuel created an ashy and wrong work of art, Ruby didn't create a wrong work of art,0
Dean became Nellie best friend and won the game,Dean didn't lose Mitchell's yellow car,0
Micheal created an obedient and unimportant work of art, Dennis didn't create an unimportant work of art,0
Micheal saw a boy running from a white car,Micheal didn't saw a boy running,1
"Heidi, who is a baker, visit Amber",Heidi isn't a baker,1
Betty gave Yvonne a blue car and sold Kelly's bicycle,Betty didn't sell Kelly's bicycle,1
Rita drank a bottle of water and took the footage,Rita didn't fight Harold,0
Vanessa and Lillie have traveled to Turda,Lillie didn't travel to Turda,1
Ada has traveled to Tulcea and Dej,Ada didn't travel to Lugoj,0
Catherine created a gentle and unsightly work of art, Jim didn't create an unsightly work of art,0
Bertha and Jesus went to Dej,Jesus didn't go to Dej,1
Scott is jolly and Ruben is faithful, Scott is not jolly,1
Joyce has traveled to Arad and Lugoj,Joyce didn't travel to Lugoj,1
Warren had a good daya good conversation with June and sat on the floor,Warren didn't sit on the floor,1
Morris saw a girl running from Marvin's car,Morris didn't saw a girl running,1
Dale went to Giurgiu and Reghin,Dale didn't go to Giurgiu,1
Marcus created an angry and glamorous work of art, Vicki didn't create a glamorous work of art,0
Mark went to Craiova and Reghin,Mark didn't go to Bucharest,0
Ted and Hugh went to Cluj-Napoca,Melody didn't go to Cluj-Napoca,0
Henry is brave and Edwin is jolly, Irma is important,0
Bobby and Zachary went to Timisoara,Monica didn't go to Timisoara,0
Frederick is polite and Wallace is unimportant, Wallace is not polite,0
Ron is wonderful and Dawn is happy, Ron is not wonderful,1
Jonathan and Olivia have traveled to Slatina,Olivia didn't travel to Timisoara,0
Glenda created a poor and bald work of art, Glenda didn't create a delightful work of art,0
Suzanne met her and thought I was helping Gordon,Suzanne didn't swim out toward the lemon boat,0
Janice created a mysterious and ambitious work of art, Janice didn't create a mysterious work of art,1
Dawn and Gloria went to Slobozia,Gloria didn't go to Slobozia,1
Jamie and Dave have traveled to Arad,Dave didn't travel to Arad,1
Lee flew to Tulcea and wrote a song about the sky,Lee didn't fly to Tulcea,1
Janie and Dora went to Cluj-Napoca,Janie didn't go to Cluj-Napoca,0
Ross hit a tree and stood up to Priscilla,Ross didn't stand up to Priscilla,1
Raul created a kind and skinny work of art, Raul didn't create a zealous work of art,0
Jeanne and Terry have traveled to Turda,Jeanne didn't travel to Turda,1
Everett is rich and Brian is famous, Brian is not famous,1
Christopher has traveled to Timisoara and Oradea,Christopher didn't travel to Timisoara,1
Margaret and Delores have visited Blaj,Delores didn't visit Blaj,1
Beth and Clifton have visited Slobozia,Neil didn't visit Slobozia,0
Loretta is jolly and Laura is uninterested, Laura is not jolly,0
Samantha created a victorious and poor work of art, Samantha didn't create a victorious work of art,1
Lillian saw a boy driving David's new Tesla Roadster,Lillian didn't saw a boy driving,1
"Diana, who is a dentist, saw a blue plane",Diana didn't saw a blue plane,1
"Ruth, who is a tailor, bought a cup of coffee","Ruth, Josephine's mother, didn't buy a cup of coffee",0
Shirley and Ronnie have visited Oradea,Ronnie didn't visit Oradea,1
Nora created a fancy and drab work of art, Nora didn't create a fancy work of art,1
Mitchell went to Mangalia and Slobozia,Scott didn't go to Mangalia,0
Ben is ambitious and Robert is obedient, Mamie is not odd,0
"Glen, who is a baker, visit Crystal","Glen, Carole's father, didn't visit Crystal",0
Monique created a zealous and worried work of art, Monique didn't create a mango work of art,0
"Juanita, who is a carpenter, visit Antoinette","Juanita, who is a fireman, didn't visit Antoinette",0
Charlie began crying and built an altar for Erin,Charlie didn't build an altar for Erin,1
"Ethel, who is a plumber, visit Miriam","Ethel, Mamie's mother, didn't visit Miriam",0
Chris is tender and Ann is careful, Ann is not careful,1
"Jimmie, who is a accountant, bought a pizza","Jimmie, Holly's father, didn't buy a pizza",0
Alex created a worried and magnificent work of art, Alex didn't create a worried work of art,1
Courtney went to Timisoara and Blaj,Courtney didn't go to Blaj,1
Edith fell off and laid down,Edith didn't fall off,1
Kenneth created an attractive and blue work of art, Kenneth didn't create an attractive work of art,1
Richard is dead and Floyd is helpful, Floyd is not helpful,1
Alberta came at midnight and saw me,Susie didn't see me,0
Ted created an eager and poor work of art, Ted didn't create an eager work of art,1
Roberto sat on the mat and slept the night,Roberto didn't sit on the mat,1
Judy and Jaime have visited Arad,Judy didn't visit Arad,1
Edna is proud and Tim is brave, Edna is not proud,1
Raymond created an unimportant and grumpy work of art, Raymond didn't create an unimportant work of art,1
"Tom, who is a secretary, visit Elmer","Tom, who is a carpenter, didn't visit Elmer",0
Erika created a brave and mealy work of art, Sarah didn't create a brave work of art,0
Mildred built Jeffery's house and led me to Charlene's house,Mildred didn't build Jeffery's house,1
Naomi led me to Shannon's house and hung up on me,Carmen didn't hang up on me,0
Bill is brave and Louis is gifted, Louis is not brave,0
Leah created a red and shapely work of art, Leah didn't create a red work of art,1
Lance created a proud and nervous work of art, Lance didn't create an inexpensive work of art,0
Lillian went to Dej and Deva,Lillian didn't go to Slobozia,0
Steven blew it and threw everything out the window,Steven didn't think I was helping Tracy,0
Toni saw a girl driving a ashy bicycle,Toni didn't saw a girl driving a purple car,0
Willie created a hallowed and famous work of art, Willie didn't create a brave work of art,0
Jennie stood in front of the crowd and lent me some money,Frank didn't stand in front of the crowd,0
Julian and Patricia have visited Cluj-Napoca,Patricia didn't visit Cluj-Napoca,1
Alicia and Carolyn have traveled to Dej,Raymond didn't travel to Dej,0
Laura has traveled to Vaslui and Craiova,Laura didn't travel to Craiova,1
Cynthia created a rich and jolly work of art, Cynthia didn't create a rich work of art,1
Antonio saw a orange car running fast and taught middle school science,Antonio didn't teach middle school science,1
Patsy and Jerome have traveled to Cluj-Napoca,Patsy didn't travel to Cluj-Napoca,1
Amelia and Jeremy went to Hunedoara,Herman didn't go to Hunedoara,0
Arlene saw a girl running from a red car,Arlene didn't saw a girl running from a special recently built bus,0
June created a clean and ugly work of art, June didn't create a clean work of art,1
Miriam has traveled to Giurgiu and Slatina,Miriam didn't travel to Giurgiu,1
Charlie and Bernice went to Baia Mare,Charlie didn't go to Tulcea,0
Leonard created a dazzling and gorgeous work of art, Leonard didn't create a dazzling work of art,1
Martin is kind and Natalie is brave, Mattie is not unimportant,0
Micheal is lively and Clara is unimportant, Micheal is not unimportant,0
Armando created an uptight and beautiful work of art, Armando didn't create an uptight work of art,1
Brittany dreamed of the being a hairdresser and flew to Dej,Brittany didn't fly to Dej,1
Viola is odd and Ruben is powerful, Ruben is not powerful,1
Russell saw a boy running from a orange bus with a new engine,Russell didn't saw a boy running,1
"Daniel, who is a fireman, saw a dog chasing a cat","Daniel, Daisy's father, didn't saw a dog chasing a cat",0
Misty and Allen went to Lugoj,Misty didn't go to Blaj,0
Darryl went to Bucharest and Cluj-Napoca,Darryl didn't go to Cluj-Napoca,1
Lucille created a short and obedient work of art, Lucille didn't create a short work of art,1
Terrance and Debbie have visited Dej,Lucy didn't visit Dej,0
Cody and Alan went to Deva,Cody didn't go to Deva,1
Pearl has visited Hunedoara and Craiova,Pearl didn't visit Hunedoara,1
Guy and Pearl went to Hunedoara,Guy didn't go to Hunedoara,1
Holly and Kyle have visited Craiova,Kyle didn't visit Craiova,1
Sam went to Deva and Tulcea,Virginia didn't go to Tulcea,0
Jeff put Hugh in charge and lent me some money a month before,Nathaniel didn't put Hugh in charge,0
Cecil created an ambitious and clumsy work of art, Cecil didn't create an ambitious work of art,1
Toni created a mysterious and silly work of art, Toni didn't create a mysterious work of art,1
Robin and Philip went to Slatina,Robin didn't go to Cluj-Napoca,0
Edna is silly and Denise is witty, Dora is not dead,0
Courtney created a quaint and calm work of art, Eleanor didn't create a calm work of art,0
Virginia is witty and Neil is delightful, Marcia is rich,0
Candice is wonderful and Kristi is shy, Kristi is not wonderful,0
Rosemary was a polite person and shut the door down,Nathan didn't shut the door down,0
Olga and Marguerite have visited Slobozia,Olga didn't visit Slobozia,1
Guy is gentle and Marcia is mushy, Marcia is not gentle,0
Verna created a mushy and dazzling work of art, Verna didn't create a kind work of art,0
Vernon has traveled to Mangalia and Vaslui,Vernon didn't travel to Mangalia,1
Byron created a chubby and skinny work of art, Edna didn't create a chubby work of art,0
Katie and Angel have traveled to Craiova,Lindsey didn't travel to Craiova,0
Terrence became very important to me and sang a nice song,Terrence didn't swim out toward the gray boat,0
"Faye, who is a carpenter, saw a blue plane",Faye isn't a carpenter,1
Willie is better and Regina is better, Regina is not better,1
Pearl got me lying and had it all,Pearl didn't get me lying,1
Danielle saw a girl driving Edwin's new Tesla Roadster,Danielle didn't saw a girl driving an electric icy bicycle,0
Regina grew up and heard me,Regina didn't grow up,1
Maurice met me and drove the truck to Pauline's house,Maurice didn't stand in front of the crowd,0
"Marcia, who is a photographer, saw a blue plane","Marcia, Daryl's mother, didn't saw a blue plane",0
Luis wrote me an email and found her,Luis didn't find her,1
"Charles, who is a journalist, visit Marguerite",Charles isn't a journalist,1
Lindsey created an eager and scary work of art, Lindsey didn't create an eager work of art,1
Donna saw a boy running from a green bus with a new engine,Donna didn't saw a boy running,1
Dwayne chose this way of life and laid down,Olivia didn't lay down,0
Geraldine created a hallowed and stocky work of art, Geraldine didn't create a hallowed work of art,1
Lena has traveled to Giurgiu and Mangalia,Earl didn't travel to Mangalia,0
"Sheryl, who is a musician, saw the car crash",Sheryl didn't saw the car crash,1
Susie shut the door down and dug a hole in the garden,Susie didn't dig a hole in the garden,1
Maryann has traveled to Craiova and Giurgiu,Maryann didn't travel to Turda,0
Jesus created a scary and unkempt work of art, Amelia didn't create a scary work of art,0
Bob created a defeated and faithful work of art, Lillie didn't create a defeated work of art,0
Ian went to Dwight's house and shut the door down,Ian didn't go to Dwight's house,1
"Nathan, who is a flight attendant, visit Hazel",Nathan didn't visit Hazel,1
Joann bet on the game and let use this pen,Susan didn't let use this pen,0
Cora shut the door down and taught math,Cora didn't build an airplane,0
"Max, who is a accountant, bought a cup of coffee",Max isn't a accountant,1
Dianne thought I was living in Reghin and kept Troy's secret from me,Dianne wasn't a proud person,0
Erika is faithful and Beth is kind, Erika is not faithful,1
"Morris, who is a barber, visit Billie","Morris, Andy's father, didn't visit Billie",0
Daryl began crying and hit a tree,Lula didn't begin crying,0
"Tammy, who is a dentist, saw a blue plane","Tammy, Bobbie's mother, didn't saw a blue plane",0
Anthony wrote me about Elsie and felt a strange,Anthony didn't feel a strange,1
Marie and Bradley have traveled to Baia Mare,Bradley didn't travel to Baia Mare,1
Clifford saw a girl running from a special recently built bus,Clifford didn't saw a girl running,1
Susan hurt me and went to Rita's house,Susan didn't go to Rita's house,1
Cora drove awayto the bus stop and won the game,Lydia didn't drive awayto the bus stop,0
Olga created a fit and fierce work of art, Cody didn't create a fierce work of art,0
Jennie kept the game alive and stood up to Lydia,Jennie didn't keep the game alive,1
Clinton created an uptight and scruffy work of art, Roberta didn't create a scruffy work of art,0
