sentence1,sentence2,label
argentina is in the geopolitical position of colombia or denmark is in the geopolitical position of colombia,argentina isn t in the geopolitical position of colombia and denmark isn t in the geopolitical position of colombia,1
samantha has visited cluj napoca or samantha has visited giurgiu,samantha visited neither cluj napoca nor giurgiu,1
argentina is in the geopolitical position of nigeria or peru is in the geopolitical position of nigeria,argentina isn t in the geopolitical position of nigeria and peru isn t in the geopolitical position of nigeria,1
marguerite has traveled to dej or marguerite has traveled to blaj,hattie traveled to neither dej nor blaj,0
naomi s painting is wonderful or naomi s painting is pitiful,naomi s painting is neither wonderful nor pitiful,1
jan has visited cluj napoca or jan has visited turda,jan visited neither vaslui nor turda,0
Glenda is ambitious or Fernando is stocky, Glenda is not ambitious and Fernando is not stocky,1
mattie s painting is clean or mattie s painting is gifted,mattie s painting isn t clean and mattie s painting isn t gifted,1
Margaret is itchy or Travis is attractive, Margaret is not itchy or Travis is not attractive,0
england got to the quarter finals last year or panama got to the quarter finals last year,panama didn t get to the quarter finals last year,0
Cynthia is stocky or Philip is gorgeous, neither Cynthia is stocky nor Philip is gorgeous,1
Florence is gentle or Gene is glamorous, Gene is not glamorous,0
paula s painting is lemon or paula s painting is repulsive,paula s painting isn t repulsive,0
christian will write me an email or christian will put the phone down,irma will neither write me an email nor put the phone down,0
Dennis is plain or Michael is lazy, neither Dennis is plain nor Michael is lazy,1
Janet is jealous or Casey is long, Janet is not jealous and Casey is not long,1
leroy s painting is lazy or leroy s painting is attractive,leroy s painting isn t attractive,0
lori has traveled to dej or lori has traveled to vaslui,lori traveled to neither dej nor arad,0
dianne will give lindsay a blue bicycle or dianne will fall to the floor,dianne will neither give lindsay a blue bicycle nor fall to the floor,1
portugal got to the quarter finals last year or morocco got to the quarter finals last year,portugal didn t get to the quarter finals last year and morocco didn t get to the quarter finals last year,1
nicholas will begin crying or nicholas will say funny things,nicholas will not say funny things,0
terry s painting is skinny or terry s painting is thankful,terry s painting isn t skinny and terry s painting isn t thankful,1
carolyn s painting is wrong or carolyn s painting is white,carolyn s painting is neither wrong nor white,1
dale will bring me out of annie s house or dale will choose this way of life,dale will not choose this way of life,0
switzerland got to the quarter finals last year or france got to the quarter finals last year,neither switzerland nor mexico got to the quarter finals last year,0
bryan s painting is uninterested or bryan s painting is ambitious,bryan s painting isn t uninterested and bryan s painting isn t ambitious,1
Salvador is jealous or Reginald is thankful, Reginald is not thankful,0
germany won the last world cup or morocco won the last world cup,neither germany nor portugal won the last world cup,0
gerald will hear dan or gerald will dream of the being a plumber,gerald will neither hear dan nor dream of the being a plumber,1
Jonathan is repulsive or Genevieve is kind, Jonathan is not repulsive or Genevieve is not kind,0
iran is in the geopolitical position of uruguay or germany is in the geopolitical position of uruguay,germany isn t in the geopolitical position of uruguay,0
enrique s painting is nice or enrique s painting is green,leroy s painting is neither nice nor green,0
jan has visited reghin or jan has visited vaslui,jan didn t visit reghin,0
jacob will drink an orange juice or jacob will fall in love with elaine,jacob will neither drink an orange juice nor fall in love with elaine,1
cindy has traveled to reghin or cindy has traveled to slatina,cindy didn t travel to slatina,0
rachel went to arad or rachel went to cluj napoca,rachel went to neither mangalia nor cluj napoca,0
gregory will lend me some money a month before or gregory will read the news,gregory will not lend me some money a month before and gregory wil not read the news,1
Anthony is helpless or Stephanie is skinny, Anthony is not helpless and Stephanie is not skinny,1
sarah went to timisoara or sarah went to slobozia,sarah didn t go to timisoara and sarah didn t go to slobozia,1
nicholas s painting is fancy or nicholas s painting is ugly,nicholas s painting isn t ugly,0
terrence has visited dej or terrence has visited craiova,terrence visited neither dej nor craiova,1
barbara will send me a note or barbara will draw ahead of the other runners,alberto will neither send me a note nor draw ahead of the other runners,0
bernard s painting is clumsy or bernard s painting is happy,bernard s painting isn t happy,0
albert s painting is scary or albert s painting is plump,albert s painting isn t scary,0
stephanie s painting is gorgeous or stephanie s painting is clever,stephanie s painting isn t gorgeous and stephanie s painting isn t clever,1
frederick went to reghin or frederick went to giurgiu,frederick didn t go to reghin,0
victoria will understand what jo comment about slatina or victoria will get the money,victoria will not get the money,0
Felix is drab or Ida is victorious, Felix is not drab or Ida is not victorious,0
Jeanette is glamorous or Yolanda is drab, Jeanette is not glamorous or Yolanda is not drab,0
kirk will forgive william or kirk will lose my computer,kirk will not lose my computer,0
johnnie s painting is plump or johnnie s painting is delightful,johnnie s painting isn t plump and johnnie s painting isn t delightful,1
eddie will lose my computer or eddie will spend all my money,eddie will neither lose my computer nor bet on the purple car,0
vera s painting is thankful or vera s painting is ambitious,vera s painting isn t ambitious,0
uruguay got to the quarter finals last year or senegal got to the quarter finals last year,senegal didn t get to the quarter finals last year,0
jerry s painting is uptight or jerry s painting is odd,jerry s painting isn t odd,0
croatia is in the geopolitical position of portugal or brazil is in the geopolitical position of portugal,neither croatia nor brazil are in the geopolitical position of portugal,1
sweden got to the quarter finals last year or mexico got to the quarter finals last year,sweden didn t get to the quarter finals last year and mexico didn t get to the quarter finals last year,1
Max is proud or Cheryl is ambitious, Max is not proud and Cheryl is not ambitious,1
Mathew is clumsy or Jamie is nervous, neither Mathew is clumsy nor Jamie is nervous,1
ella s painting is chubby or ella s painting is lazy,derrick s painting is neither chubby nor lazy,0
james has traveled to deva or james has traveled to slatina,james traveled to neither deva nor lugoj,0
Allison is unsightly or Bobby is fit, Allison is not unsightly and Bobby is not fit,1
Valerie is skinny or Victoria is aggressive, neither Valerie is skinny nor Victoria is aggressive,1
myrtle s painting is calm or myrtle s painting is gifted,myrtle s painting is neither faithful nor gifted,0
clarence will keep the game alive or clarence will make me change the way i wrote,clarence will not keep the game alive,0
croatia is in the geopolitical position of morocco or tunisia is in the geopolitical position of morocco,neither croatia nor tunisia are in the geopolitical position of morocco,1
joan will keep saying this was crazy or joan will hang up on me,joan will not keep saying this was crazy and joan wil not hang up on me,1
melody will buy a yellow car or melody will speak to me,melody will not speak to me,0
Dana is jealous or Maggie is proud, Dana is not jealous and Maggie is not proud,1
rita s painting is elegant or rita s painting is helpless,rita s painting isn t helpless,0
derrick will burn andre s house or derrick will forgive curtis,derrick will not burn andre s house and derrick wil not forgive curtis,1
roberta went to hunedoara or roberta went to bucharest,william went to neither hunedoara nor bucharest,0
rick s painting is worried or rick s painting is ugly,rick s painting isn t worried and rick s painting isn t ugly,1
Robert is aggressive or Margarita is panicky, Robert is not aggressive and Margarita is not panicky,1
gail s painting is green or gail s painting is polite,gail s painting isn t green and gail s painting isn t polite,1
Eunice is shapely or Ruth is silly, Eunice is not shapely or Ruth is not silly,0
jay s painting is jolly or jay s painting is inexpensive,jay s painting isn t inexpensive,0
alice has visited blaj or alice has visited dej,alice visited neither mangalia nor dej,0
amber s painting is kind or amber s painting is nice,amber s painting is neither kind nor nice,1
Terry is helpless or Jacqueline is elegant, Terry is not helpless or Jacqueline is not elegant,0
michael will bring me out of helen s house or michael will hear randy,michael will not bring me out of helen s house and michael wil not hear randy,1
Audrey is agreeable or Melanie is silly, Audrey is not agreeable and Melanie is not silly,1
roberto will become claudia best friend or roberto will ring from me,roberto will not become claudia best friend and roberto wil not ring from me,1
egypt won the last world cup or morocco won the last world cup,neither costa rica nor egypt won the last world cup,0
todd will hold her close or todd will let this happen,todd will not hold her close,0
Elmer is polite or Marcus is clean, Marcus is not clean,0
Mark is scruffy or Cassandra is stocky, Mark is not scruffy and Cassandra is not stocky,1
margaret s painting is shy or margaret s painting is ambitious,margaret s painting isn t shy,0
harry s painting is repulsive or harry s painting is odd,harry s painting is neither repulsive nor odd,1
andre will build an airplane or andre will tell me everything,andre will not tell me everything,0
earl s painting is mango or earl s painting is unsightly,earl s painting isn t unsightly,0
leslie will pay her or leslie will burn virginia s house,leslie will not pay her and leslie wil not burn virginia s house,1
andrew s painting is unkempt or andrew s painting is wonderful,andrew s painting isn t wonderful,0
sabrina s painting is wrong or sabrina s painting is zealous,sabrina s painting isn t wrong and sabrina s painting isn t zealous,1
francisco will sing a pop song or francisco will drink a bottle of wine,francisco will neither sing a pop song nor drink a bottle of wine,1
iceland got to the quarter finals last year or iran got to the quarter finals last year,iceland didn t get to the quarter finals last year and iran didn t get to the quarter finals last year,1
Gail is jolly or Amanda is worried, Gail is not jolly or Amanda is not worried,0
fernando s painting is mealy or fernando s painting is powerful,fernando s painting isn t mealy and fernando s painting isn t powerful,1
gary will send me a note or gary will burn the flag,gary will not burn the flag,0
samuel will burn the flag or samuel will write me about angie,samuel will not write me about angie,0
cecilia will understand what gertrude comment about slatina or cecilia will lay his hands on her,cecilia will neither understand what gertrude comment about slatina nor lay his hands on her,1
portugal won the last world cup or iran won the last world cup,iran didn t win the last world cup,0
dale s painting is shy or dale s painting is unkempt,dale s painting is neither proud nor unkempt,0
judith has visited reghin or judith has visited cluj napoca,judith didn t visit cluj napoca,0
Cindy is thankful or Leon is kind, Cindy is not thankful or Leon is not kind,0
Geraldine is uptight or Melvin is kind, neither Geraldine is uptight nor Melvin is kind,1
tanya will find him or tanya will have everything,tanya will not have everything,0
eddie s painting is happy or eddie s painting is aggressive,eddie s painting isn t happy and eddie s painting isn t aggressive,1
jerry will understand what i said or jerry will spend all my money,jerry will not understand what i said and jerry wil not spend all my money,1
Sam is jolly or Oscar is wonderful, neither Sam is jolly nor Oscar is wonderful,1
carolyn will wear a white hat or carolyn will bet on the game,carolyn will not wear a white hat,0
Amanda is kind or Bobbie is ugly, Amanda is not kind and Bobbie is not ugly,1
portugal is in the geopolitical position of nigeria or uruguay is in the geopolitical position of nigeria,uruguay isn t in the geopolitical position of nigeria,0
tyler s painting is itchy or tyler s painting is gentle,tyler s painting isn t itchy and tyler s painting isn t gentle,1
peru won the last world cup or croatia won the last world cup,peru didn t win the last world cup,0
esther s painting is magnificent or esther s painting is yellow,amber s painting is neither magnificent nor yellow,0
catherine will get the money or catherine will keep saying this was crazy,catherine will not get the money and catherine wil not keep saying this was crazy,1
germany won the last world cup or tunisia won the last world cup,germany didn t win the last world cup and tunisia didn t win the last world cup,1
morocco won the last world cup or serbia won the last world cup,morocco didn t win the last world cup and serbia didn t win the last world cup,1
regina will take the footage or regina will burn the flag,regina will neither take the footage nor burn the flag,1
june will find jesus or june will lose marcus s orange car,june will not find jesus and june wil not lose marcus s orange car,1
jan will get the money or jan will dig a hole in the garden,jan will not get the money,0
croatia is in the geopolitical position of senegal or germany is in the geopolitical position of senegal,croatia isn t in the geopolitical position of senegal and germany isn t in the geopolitical position of senegal,1
russia is in the geopolitical position of australia or france is in the geopolitical position of australia,russia isn t in the geopolitical position of australia,0
olga has visited craiova or olga has visited bucharest,olga visited neither reghin nor bucharest,0
amelia will pay cecilia or amelia will bring me out of felix s house,amelia will neither ring from barcelona to reghin nor bring me out of felix s house,0
alfred will hide behind a bush or alfred will sit on the chair,alfred will not hide behind a bush and alfred wil not sit on the chair,1
jimmy will catch a salmon fish or jimmy will swim out toward the blue boat,jimmy will neither teach middle school science nor swim out toward the blue boat,0
alex s painting is proud or alex s painting is dead,alex s painting is neither proud nor dead,1
julio will build a computer or julio will hold me back,julio will not hold me back,0
christy has visited slatina or christy has visited blaj,steve visited neither slatina nor blaj,0
sabrina will leave me or sabrina will choose this way of life,sabrina will not choose this way of life,0
jessica went to dej or jessica went to turda,jessica didn t go to dej and jessica didn t go to turda,1
marian s painting is dazzling or marian s painting is mysterious,marian s painting isn t dazzling and marian s painting isn t mysterious,1
willie s painting is important or willie s painting is rich,willie s painting isn t important,0
Kristine is proud or Monique is attractive, Kristine is not proud and Monique is not attractive,1
ron s painting is thoughtless or ron s painting is beautiful,ron s painting is neither thoughtless nor beautiful,1
Daniel is plump or Lucy is ambitious, Daniel is not plump or Lucy is not ambitious,0
dan will hide a smile or dan will bring me out of gail s house,dan will not hide a smile and dan wil not bring me out of gail s house,1
mae went to slobozia or mae went to turda,jorge went to neither slobozia nor turda,0
jeffery has traveled to reghin or jeffery has traveled to tulcea,jeffery didn t travel to reghin,0
terrence has visited bucharest or terrence has visited lugoj,yolanda visited neither bucharest nor lugoj,0
Rene is chubby or Ben is obnoxious, Ben is not obnoxious,0
roberto s painting is eager or roberto s painting is aggressive,roberto s painting isn t eager and roberto s painting isn t aggressive,1
billy has visited arad or billy has visited bucharest,billy visited neither arad nor bucharest,1
victoria has visited vaslui or victoria has visited blaj,victoria visited neither baia mare nor blaj,0
sheryl s painting is obedient or sheryl s painting is beautiful,sheryl s painting isn t beautiful,0
lorraine has visited slatina or lorraine has visited blaj,lorraine visited neither slatina nor blaj,1
armando s painting is helpful or armando s painting is clever,armando s painting is neither dazzling nor clever,0
switzerland is in the geopolitical position of nigeria or croatia is in the geopolitical position of nigeria,neither korea republic nor switzerland are in the geopolitical position of nigeria,0
shannon will shut the door down or shannon will read the book about spiders,shannon will not shut the door down and shannon wil not read the book about spiders,1
anna s painting is quaint or anna s painting is glamorous,anna s painting is neither quaint nor glamorous,1
mitchell s painting is victorious or mitchell s painting is green,mitchell s painting is neither fancy nor green,0
jessie s painting is wonderful or jessie s painting is thankful,leroy s painting is neither wonderful nor thankful,0
Julie is scary or Hilda is skinny, Julie is not scary and Hilda is not skinny,1
Ana is handsome or Shelly is shapely, Ana is not handsome and Shelly is not shapely,1
stephen will go to brenda s house or stephen will pay me,stephen will not go to brenda s house and stephen wil not pay me,1
Shirley is victorious or Brandy is calm, Shirley is not victorious and Brandy is not calm,1
victoria s painting is icy or victoria s painting is tender,louise s painting is neither icy nor tender,0
iceland won the last world cup or panama won the last world cup,panama didn t win the last world cup,0
nancy will forgive me or nancy will bend the purple rod,nancy will neither forgive me nor bend the purple rod,1
peggy s painting is clever or peggy s painting is rich,peggy s painting is neither clever nor rich,1
Brenda is angry or Marlene is aggressive, Brenda is not angry and Marlene is not aggressive,1
Kristen is bald or Jose is eager, Kristen is not bald or Jose is not eager,0
bryan s painting is purple or bryan s painting is thoughtless,bryan s painting isn t purple and bryan s painting isn t thoughtless,1
beth will leave me or beth will lose rosemary s yellow car,beth will neither leave me nor lose rosemary s yellow car,1
danny s painting is alive or danny s painting is calm,danny s painting isn t alive and danny s painting isn t calm,1
sweden won the last world cup or russia won the last world cup,sweden didn t win the last world cup and russia didn t win the last world cup,1
australia is in the geopolitical position of egypt or switzerland is in the geopolitical position of egypt,australia isn t in the geopolitical position of egypt,0
Denise is scary or Ben is muscular, Denise is not scary and Ben is not muscular,1
alfred will tell me everything or alfred will keep saying this was crazy,tracy will neither tell me everything nor keep saying this was crazy,0
denise will read a paper or denise will bring me out of inez s house,denise will not read a paper,0
egypt is in the geopolitical position of korea republic or serbia is in the geopolitical position of korea republic,egypt isn t in the geopolitical position of korea republic and serbia isn t in the geopolitical position of korea republic,1
jesus has visited slobozia or jesus has visited deva,jesus visited neither slobozia nor deva,1
glen s painting is mysterious or glen s painting is unkempt,glen s painting is neither mysterious nor unkempt,1
Tamara is fancy or Rick is short, Tamara is not fancy and Rick is not short,1
arlene will go to marion s house or arlene will fall to the floor,shirley will neither go to marion s house nor fall to the floor,0
cathy has visited reghin or cathy has visited bucharest,cathy visited neither reghin nor bucharest,1
mildred will lose the icy car in lugoj or mildred will send me a letter,mildred will neither lose the icy car in lugoj nor fly to timisoara,0
justin has traveled to deva or justin has traveled to turda,justin didn t travel to deva and justin didn t travel to turda,1
geneva will stand in front of the crowd or geneva will know irma s secret,geneva will not know irma s secret,0
nathaniel s painting is agreeable or nathaniel s painting is short,nathaniel s painting isn t agreeable and nathaniel s painting isn t short,1
jessie will read the news or jessie will come at midnight,grace will neither read the news nor come at midnight,0
samantha s painting is bald or samantha s painting is alive,samantha s painting is neither witty nor alive,0
Bernard is obedient or Warren is unkempt, Bernard is not obedient and Warren is not unkempt,1
madeline will win the soccer match or madeline will choose this way of life,madeline will not choose this way of life,0
herbert s painting is long or herbert s painting is inexpensive,herbert s painting isn t long and herbert s painting isn t inexpensive,1
carolyn s painting is clumsy or carolyn s painting is shapely,carolyn s painting isn t clumsy and carolyn s painting isn t shapely,1
juanita s painting is calm or juanita s painting is brave,juanita s painting is neither calm nor brave,1
Jacob is polite or Clayton is beautiful, Jacob is not polite and Clayton is not beautiful,1
virginia s painting is clever or virginia s painting is mysterious,virginia s painting isn t clever and virginia s painting isn t mysterious,1
Dwight is silly or Morris is unkempt, neither Dwight is silly nor Morris is unkempt,1
aaron s painting is gifted or aaron s painting is grumpy,aaron s painting is neither gifted nor aggressive,0
mexico got to the quarter finals last year or sweden got to the quarter finals last year,neither mexico nor sweden got to the quarter finals last year,1
jeanette s painting is wrong or jeanette s painting is famous,jeanette s painting isn t wrong,0
brazil got to the quarter finals last year or nigeria got to the quarter finals last year,neither brazil nor tunisia got to the quarter finals last year,0
Tyrone is nervous or Mamie is gentle, Tyrone is not nervous and Mamie is not gentle,1
robert s painting is delightful or robert s painting is green,robert s painting is neither delightful nor green,1
jonathan has traveled to slatina or jonathan has traveled to deva,emma traveled to neither slatina nor deva,0
Gilbert is ambitious or Phillip is elegant, Phillip is not elegant,0
andrew will leave me or andrew will buy a watch,andrew will not leave me and andrew wil not buy a watch,1
serbia got to the quarter finals last year or colombia got to the quarter finals last year,serbia didn t get to the quarter finals last year and colombia didn t get to the quarter finals last year,1
Marie is zealous or Billy is plain, neither Marie is zealous nor Billy is plain,1
Kelly is obedient or Deanna is brave, neither Kelly is obedient nor Deanna is brave,1
genevieve s painting is clean or genevieve s painting is helpless,genevieve s painting is neither clean nor helpless,1
erica s painting is magnificent or erica s painting is mushy,erica s painting isn t mushy,0
douglas s painting is pitiful or douglas s painting is chubby,douglas s painting isn t pitiful,0
Pamela is aggressive or Gordon is thoughtless, Pamela is not aggressive or Gordon is not thoughtless,0
joanne will lend me some money a month before or joanne will choose to live in craiova,joanne will neither lend me some money a month before nor choose to live in craiova,1
sonya will break the record or sonya will burn the flag,sonya will neither break the record nor burn the flag,1
gabriel s painting is clean or gabriel s painting is kind,gabriel s painting isn t clean and gabriel s painting isn t kind,1
Manuel is aggressive or Clinton is plump, Manuel is not aggressive and Clinton is not plump,1
penny will show mamie s old photos or penny will fly to blaj,penny will neither win the game nor fly to blaj,0
Christina is nice or James is quaint, Christina is not nice,0
steve has visited craiova or steve has visited oradea,steve visited neither craiova nor oradea,1
alison s painting is fierce or alison s painting is vast,alison s painting isn t fierce and alison s painting isn t vast,1
willard will sell violet s bicycle or willard will lead me to frank s house,harold will neither sell violet s bicycle nor lead me to frank s house,0
vivian has traveled to arad or vivian has traveled to blaj,adrian traveled to neither arad nor blaj,0
henry will ring from barcelona to vaslui or henry will hit him,henry will neither send me a letter nor hit him,0
herbert s painting is magnificent or herbert s painting is gifted,herbert s painting is neither grumpy nor gifted,0
darryl s painting is green or darryl s painting is embarrassed,darryl s painting is neither green nor embarrassed,1
dennis s painting is proud or dennis s painting is drab,dennis s painting is neither faithful nor drab,0
shelley has visited arad or shelley has visited deva,shelley visited neither baia mare nor deva,0
kurt will take a summer job or kurt will shut the door down,kurt will not take a summer job,0
megan will lead me to wesley s house or megan will feel threatened,megan will neither pay her nor feel threatened,0
ann will understand what don comment about slobozia or ann will keep saying this was crazy,ann will not keep saying this was crazy,0
cory has traveled to lugoj or cory has traveled to slatina,cory didn t travel to lugoj and cory didn t travel to slatina,1
brett went to blaj or brett went to hunedoara,brandy went to neither blaj nor hunedoara,0
ronald s painting is unimportant or ronald s painting is poor,ronald s painting isn t unimportant and ronald s painting isn t poor,1
jerry will hear my voice or jerry will lay his hands on her,jerry will neither burn caroline s house nor lay his hands on her,0
korea republic won the last world cup or poland won the last world cup,neither korea republic nor poland won the last world cup,1
leona s painting is stocky or leona s painting is jealous,leona s painting is neither stocky nor jealous,1
Joanne is thoughtless or Eunice is flabby, Joanne is not thoughtless and Eunice is not flabby,1
beth s painting is handsome or beth s painting is gentle,beth s painting isn t gentle,0
ruben will break the rules or ruben will tell me everything,ruben will not break the rules and ruben wil not tell me everything,1
Raul is fit or Jay is bewildered, neither Raul is fit nor Jay is bewildered,1
roberta s painting is mango or roberta s painting is clever,joseph s painting is neither mango nor clever,0
harriet will think i was helping norman or harriet will burn the flag,harriet will not think i was helping norman and harriet wil not burn the flag,1
Joanne is nervous or Todd is angry, Joanne is not nervous or Todd is not angry,0
Perry is ambitious or Vicki is proud, Perry is not ambitious and Vicki is not proud,1
candace will lead me to christine s house or candace will fall to the floor,candace will neither lead me to christine s house nor fall to the floor,1
Maggie is handsome or Pauline is delightful, Maggie is not handsome and Pauline is not delightful,1
brad s painting is calm or brad s painting is mango,brad s painting is neither calm nor mango,1
walter will burn some calories or walter will blow it when he didn t invest in amazon,walter will neither burn some calories nor blow it when he didn t invest in amazon,1
steve has visited reghin or steve has visited turda,steve visited neither bucharest nor turda,0
rose s painting is clever or rose s painting is clean,rose s painting isn t clever,0
Ben is silly or Tommy is fit, Ben is not silly or Tommy is not fit,0
Allison is glamorous or Derrick is itchy, Allison is not glamorous,0
gene s painting is muscular or gene s painting is chubby,byron s painting is neither muscular nor chubby,0
brian s painting is nice or brian s painting is elegant,brian s painting isn t elegant,0
Steven is kind or Angie is fierce, neither Steven is kind nor Angie is fierce,1
Phillip is jealous or Teresa is attractive, Phillip is not jealous or Teresa is not attractive,0
mexico got to the quarter finals last year or egypt got to the quarter finals last year,mexico didn t get to the quarter finals last year and egypt didn t get to the quarter finals last year,1
Amber is gentle or Rebecca is eager, Amber is not gentle and Rebecca is not eager,1
greg s painting is stocky or greg s painting is helpless,herman s painting is neither stocky nor helpless,0
Claude is quaint or Tommy is mysterious, neither Claude is quaint nor Tommy is mysterious,1
Tammy is calm or Vanessa is proud, Vanessa is not proud,0
claude s painting is worried or claude s painting is agreeable,ray s painting is neither worried nor agreeable,0
calvin s painting is lazy or calvin s painting is nice,calvin s painting is neither lazy nor nice,1
don will drive the truck to eric s house or don will shut the door down,don will neither do some good work nor shut the door down,0
Naomi is polite or Lee is bewildered, Naomi is not polite and Lee is not bewildered,1
egypt got to the quarter finals last year or colombia got to the quarter finals last year,colombia didn t get to the quarter finals last year,0
ella s painting is drab or ella s painting is short,ella s painting isn t short,0
kayla s painting is gorgeous or kayla s painting is long,kayla s painting is neither gorgeous nor long,1
david s painting is poor or david s painting is famous,david s painting is neither poor nor famous,1
virgil s painting is aggressive or virgil s painting is muscular,virgil s painting isn t aggressive and virgil s painting isn t muscular,1
japan is in the geopolitical position of egypt or korea republic is in the geopolitical position of egypt,neither saudi arabia nor japan are in the geopolitical position of egypt,0
uruguay won the last world cup or sweden won the last world cup,neither peru nor uruguay won the last world cup,0
panama won the last world cup or colombia won the last world cup,panama didn t win the last world cup,0
sam has traveled to vaslui or sam has traveled to tulcea,sam traveled to neither vaslui nor cluj napoca,0
cathy s painting is muscular or cathy s painting is lemon,cathy s painting isn t muscular and cathy s painting isn t lemon,1
mary went to hunedoara or mary went to tulcea,mary didn t go to hunedoara and mary didn t go to tulcea,1
Leslie is panicky or Joseph is delightful, Leslie is not panicky,0
cheryl s painting is nervous or cheryl s painting is hallowed,cheryl s painting isn t hallowed,0
cynthia has traveled to reghin or cynthia has traveled to giurgiu,cynthia didn t travel to giurgiu,0
Melvin is scary or Constance is thoughtless, Melvin is not scary and Constance is not thoughtless,1
panama got to the quarter finals last year or serbia got to the quarter finals last year,neither panama nor serbia got to the quarter finals last year,1
tanya has traveled to slobozia or tanya has traveled to deva,suzanne traveled to neither slobozia nor deva,0
japan won the last world cup or iceland won the last world cup,japan didn t win the last world cup and iceland didn t win the last world cup,1
Kristy is drab or Mitchell is ambitious, Kristy is not drab and Mitchell is not ambitious,1
leo s painting is gorgeous or leo s painting is lemon,leo s painting is neither gorgeous nor jolly,0
poland is in the geopolitical position of russia or senegal is in the geopolitical position of russia,poland isn t in the geopolitical position of russia and senegal isn t in the geopolitical position of russia,1
belinda s painting is skinny or belinda s painting is gifted,belinda s painting isn t skinny,0
Todd is embarrassed or Debra is elegant, neither Todd is embarrassed nor Debra is elegant,1
lee will burn alex s house or lee will wear a yellow hat,lee will neither burn alex s house nor wear a yellow hat,1
brazil got to the quarter finals last year or mexico got to the quarter finals last year,neither brazil nor mexico got to the quarter finals last year,1
danny s painting is beautiful or danny s painting is mealy,danny s painting is neither beautiful nor mealy,1
Josephine is lazy or Cody is grumpy, Josephine is not lazy and Cody is not grumpy,1
randy will put the phone down or randy will fly to cluj napoca,randy will not put the phone down,0
sean will bet on the wining horse or sean will forget about kirk s past,sean will not bet on the wining horse,0
harvey s painting is bald or harvey s painting is beautiful,harvey s painting is neither bald nor beautiful,1
willard will begin crying or willard will stand up to nicholas,ray will neither begin crying nor stand up to nicholas,0
alicia s painting is lively or alicia s painting is tender,alicia s painting isn t lively,0
Kristy is dazzling or Tiffany is fancy, neither Kristy is dazzling nor Tiffany is fancy,1
Marguerite is witty or Elizabeth is worried, Marguerite is not witty or Elizabeth is not worried,0
carl s painting is powerful or carl s painting is delightful,carl s painting is neither powerful nor delightful,1
senegal won the last world cup or korea republic won the last world cup,senegal didn t win the last world cup and korea republic didn t win the last world cup,1
naomi s painting is unsightly or naomi s painting is proud,naomi s painting isn t proud,0
philip s painting is panicky or philip s painting is blue,philip s painting is neither long nor blue,0
sabrina s painting is thoughtless or sabrina s painting is famous,sabrina s painting is neither thoughtless nor famous,1
patrick has traveled to giurgiu or patrick has traveled to lugoj,patrick didn t travel to giurgiu and patrick didn t travel to lugoj,1
herman will grow up or herman will hold her close,herman will not grow up,0
senegal won the last world cup or spain won the last world cup,neither senegal nor spain won the last world cup,1
colombia won the last world cup or korea republic won the last world cup,colombia didn t win the last world cup and korea republic didn t win the last world cup,1
Pamela is long or Sergio is bald, neither Pamela is long nor Sergio is bald,1
Michele is handsome or Arlene is glamorous, Arlene is not glamorous,0
