sentence1,sentence2,label
"Anita, who is a dentist, saw a strange add","Anita, Luz's mother, didn't saw a strange add",0
Adrian saw a girl running from a blue school bus,Adrian didn't saw a girl running,1
"Ann, who is a fireman, saw the new Marvel movie from the Russo Brothers",Ann isn't a fireman,1
"Sylvia, who is a barber, bought a Chilean wine","Sylvia, who is a butcher, didn't buy a Chilean wine",0
"Lula, who is a cleaner, visit Natalie",Lula didn't visit Natalie,1
Justin saw a girl driving in Arad,Justin didn't saw a girl driving,1
Jamie saw a girl running from a black bus with a new engine,Jamie didn't saw a girl running,1
"Franklin, who is a barber, saw the city mayor","Franklin, Brittany's father, didn't saw the city mayor",0
Sharon saw a girl running from a parade car,Sharon didn't saw a girl running,1
"Randall, who is a vet, saw a dog chasing a cat","Randall, Leo's father, didn't saw a dog chasing a cat",0
"Jim, who is a secretary, bought the new Marvel movie from the Russo Brothers",Jim isn't a secretary,1
"Russell, who is a receptionist, visit Kristin","Russell, William's father, didn't visit Kristin",0
"Lindsay, who is a technician, saw the new Marvel movie from the Russo Brothers","Lindsay, who is a engineer, didn't saw the new Marvel movie from the Russo Brothers",0
"Billy, who is a carpenter, bought a Macbook",Billy isn't a carpenter,1
"Natasha, who is a nurse, bought a Macbook",Natasha didn't buy a Macbook,1
"Robert, who is a vet, bought a cup of coffee","Robert, who is a carpenter, didn't buy a cup of coffee",0
"Joann, who is a judge, visit Juanita",Joann isn't a judge,1
Greg saw a boy driving Jimmie's new Tesla Roadster,Greg didn't saw a boy driving an electric yellow bicycle,0
Sandra saw Billie running from a blue bus with a new engine,Sandra didn't saw Billie running,1
"Ricky, who is a musician, visit Harriet",Ricky didn't visit Harriet,1
Rosa saw a girl running from Brandon's car,Rosa didn't saw a girl running from a parade car,0
"Carl, who is a scientist, bought a Chilean wine","Carl, Leona's father, didn't buy a Chilean wine",0
"Yolanda, who is a nurse, bought a cup of coffee","Yolanda, who is a pilot, didn't buy a cup of coffee",0
Carol saw a boy running from Russell's car,Carol didn't saw a boy running from a purple school bus,0
Jill saw a boy running from a special recently built bus,Jill didn't saw a boy running,1
"Tom, who is a dentist, visit Frank","Tom, who is a technician, didn't visit Frank",0
Walter saw a boy driving a blue car,Walter didn't saw a boy driving Terrence's car,0
"Rachel, who is a chef, bought a pizza",Rachel didn't buy a pizza,1
"Brad, who is a vet, saw a blue plane","Brad, who is a chef, didn't saw a blue plane",0
Anthony saw a girl running from a ashy bus,Anthony didn't saw a girl running from a parade car,0
"Claude, who is a musician, saw the accident",Claude didn't saw the accident,1
"Dwight, who is a secretary, visit Emma","Dwight, Yvonne's father, didn't visit Emma",0
"Jeanne, who is a electrician, bought a pizza","Jeanne, Jim's mother, didn't buy a pizza",0
"Johnny, who is a musician, visit Albert",Johnny didn't visit Albert,1
"Glen, who is a flight attendant, saw a blue plane","Glen, Laurie's father, didn't saw a blue plane",0
Sam saw Morris running from Kelly's car,Sam didn't saw Morris running from a ashy car,0
"Cynthia, who is a engineer, bought the new Tesla Roadster",Cynthia isn't a engineer,1
"Frederick, who is a dentist, visit Kimberly","Frederick, Michael's father, didn't visit Kimberly",0
"Shane, who is a accountant, bought a Chilean wine",Shane didn't buy a Chilean wine,1
"Edgar, who is a electrician, visit Rebecca",Edgar didn't visit Rebecca,1
"Bill, who is a vet, saw a dog chasing a cat","Bill, Everett's father, didn't saw a dog chasing a cat",0
"Jonathan, who is a dentist, bought a pizza",Jonathan didn't buy a pizza,1
"Marguerite, who is a technician, bought a pizza","Marguerite, Rodney's mother, didn't buy a pizza",0
"Mabel, who is a nurse, visit Norman",Mabel isn't a nurse,1
"Genevieve, who is a technician, bought the new Marvel movie from the Russo Brothers","Genevieve, Daisy's mother, didn't buy the new Marvel movie from the Russo Brothers",0
Milton saw a girl driving Edgar's car,Milton didn't saw a girl driving a mango bicycle,0
"Brittany, who is a lawyer, visit Maurice","Brittany, who is a cashier, didn't visit Maurice",0
"Floyd, who is a nurse, visit Sabrina",Floyd didn't visit Sabrina,1
"Russell, who is a secretary, bought a Macbook",Russell didn't buy a Macbook,1
"Everett, who is a judge, visit Valerie","Everett, Steven's father, didn't visit Valerie",0
"Verna, who is a accountant, bought a japanese novel",Verna isn't a accountant,1
Lillie saw a boy driving in Vaslui,Lillie didn't saw a boy driving,1
Lucy saw a boy driving in Blaj,Lucy didn't saw a boy driving,1
"Natalie, who is a flight attendant, visit Bradley",Natalie didn't visit Bradley,1
"Kayla, who is a butcher, visit Roland",Kayla isn't a butcher,1
"Juanita, who is a carpenter, visit Antoinette","Juanita, who is a fireman, didn't visit Antoinette",0
"Judith, who is a cleaner, visit Violet",Judith didn't visit Violet,1
Charlene saw a girl running from a parade car,Charlene didn't saw a girl running,1
"Ricardo, who is a judge, bought a cup of coffee","Ricardo, Marc's father, didn't buy a cup of coffee",0
"Charlotte, who is a judge, bought a japanese novel",Charlotte didn't buy a japanese novel,1
"Jackie, who is a barber, visit Frances","Jackie, Lynda's mother, didn't visit Frances",0
"Sean, who is a bartender, saw the new Marvel movie from the Russo Brothers","Sean, who is a barber, didn't saw the new Marvel movie from the Russo Brothers",0
Gene saw Bob driving a ashy bicycle,Gene didn't saw Bob driving,1
"Matthew, who is a tailor, saw a strange add","Matthew, who is a fireman, didn't saw a strange add",0
Derrick saw Peggy driving a yellow bicycle,Derrick didn't saw Peggy driving,1
"Lois, who is a tailor, visit Cassandra","Lois, Jenny's mother, didn't visit Cassandra",0
Craig saw a girl driving a white car,Craig didn't saw a girl driving in Cluj-Napoca,0
Greg saw a boy running from a special recently built bus,Greg didn't saw a boy running,1
Tim saw a girl running from Ralph's car,Tim didn't saw a girl running from a special recently built bus,0
Lindsay saw Georgia driving an electric white bicycle,Lindsay didn't saw Georgia driving Vernon's bicycle,0
Vincent saw a girl running from a parade car,Vincent didn't saw a girl running from Joshua's car,0
Allan saw a girl running from a gray car,Allan didn't saw a girl running,1
Sally saw a girl running from a black bus,Sally didn't saw a girl running,1
Perry saw a girl running from a black school bus,Perry didn't saw a girl running from a special recently built bus,0
"Erika, who is a electrician, visit Maria",Erika isn't a electrician,1
Jack saw Tim driving in Baia Mare,Jack didn't saw Tim driving Joyce's bicycle,0
Reginald saw a boy running from a bus going to Timisoara,Reginald didn't saw a boy running,1
Thelma saw a boy driving an electric purple bicycle,Thelma didn't saw a boy driving Amanda's car,0
Danny saw a boy driving a green bicycle,Danny didn't saw a boy driving Floyd's new Tesla Roadster,0
"Olivia, who is a doctor, bought the new Marvel movie from the Russo Brothers",Olivia didn't buy the new Marvel movie from the Russo Brothers,1
Calvin saw Angie running from a special recently built bus,Calvin didn't saw Angie running,1
"Tony, who is a dentist, bought a Chilean wine","Tony, Brent's father, didn't buy a Chilean wine",0
"Tyrone, who is a carpenter, bought a Macbook","Tyrone, who is a cop, didn't buy a Macbook",0
Daisy saw Gilbert driving a yellow bicycle,Daisy didn't saw Gilbert driving,1
Richard saw Lucille driving in Arad,Richard didn't saw Lucille driving,1
Philip saw a girl running from a black school bus,Philip didn't saw a girl running from a parade car,0
Salvador saw a girl driving a yellow bicycle,Salvador didn't saw a girl driving,1
"Myrtle, who is a cleaner, visit Larry",Myrtle didn't visit Larry,1
Eileen saw a girl driving in Craiova,Eileen didn't saw a girl driving,1
Sylvia saw a boy driving Genevieve's car,Sylvia didn't saw a boy driving,1
"Greg, who is a flight attendant, saw the new Marvel movie from the Russo Brothers",Greg isn't a flight attendant,1
Kristen saw William driving a mango bicycle,Kristen didn't saw William driving an electric icy bicycle,0
Claude saw a boy running from Travis's car,Claude didn't saw a boy running,1
Kim saw a boy running from a parade car,Kim didn't saw a boy running,1
Karl saw a boy running from a icy bus with a new engine,Karl didn't saw a boy running,1
"Velma, who is a receptionist, visit Virginia","Velma, Jessica's mother, didn't visit Virginia",0
"Christian, who is a fireman, visit Brandon",Christian isn't a fireman,1
"Mae, who is a tailor, visit Ben","Mae, who is a nurse, didn't visit Ben",0
Sonia saw a boy running from a special recently built bus,Sonia didn't saw a boy running from a mango car,0
"Gina, who is a secretary, visit Cheryl","Gina, who is a photographer, didn't visit Cheryl",0
"Henry, who is a chef, bought the new Tesla Roadster",Henry didn't buy the new Tesla Roadster,1
"Harriet, who is a technician, visit Wilma","Harriet, Minnie's mother, didn't visit Wilma",0
Betty saw Clyde driving Bob's bicycle,Betty didn't saw Clyde driving,1
Misty saw a girl running from a gray school bus,Misty didn't saw a girl running from a parade car,0
Shirley saw a boy driving Alan's new Tesla Roadster,Shirley didn't saw a boy driving a purple bicycle,0
Brian saw a girl driving Dean's new Tesla Roadster,Brian didn't saw a girl driving a ashy bicycle,0
"Martha, who is a engineer, bought a japanese novel",Martha didn't buy a japanese novel,1
Marcus saw a girl running from Darlene's car,Marcus didn't saw a girl running from a parade car,0
Billy saw a girl driving an electric black bicycle,Billy didn't saw a girl driving,1
Sarah saw a boy running from a gray school bus,Sarah didn't saw a boy running from a special recently built bus,0
"Ian, who is a secretary, saw the car crash","Ian, who is a electrician, didn't saw the car crash",0
"Stanley, who is a electrician, bought a Chilean wine",Stanley didn't buy a Chilean wine,1
"Rodney, who is a tailor, bought a Chilean wine","Rodney, Morris's father, didn't buy a Chilean wine",0
Johnnie saw a boy driving an electric lemon bicycle,Johnnie didn't saw a boy driving in Deva,0
"Frederick, who is a lawyer, saw the new Marvel movie from the Russo Brothers","Frederick, who is a electrician, didn't saw the new Marvel movie from the Russo Brothers",0
"Eric, who is a barber, visit Natalie",Eric isn't a barber,1
"Manuel, who is a hairdresser, visit Sidney","Manuel, Clara's father, didn't visit Sidney",0
Emily saw Frances driving Shane's car,Emily didn't saw Frances driving a gray bicycle,0
"Jodi, who is a barber, saw the new Tesla Roadster","Jodi, Christian's mother, didn't saw the new Tesla Roadster",0
"Darren, who is a accountant, bought a pizza","Darren, who is a dentist, didn't buy a pizza",0
Geraldine saw a boy driving Hazel's new Tesla Roadster,Geraldine didn't saw a boy driving,1
"Everett, who is a vet, bought the new Tesla Roadster",Everett didn't buy the new Tesla Roadster,1
"Claudia, who is a vet, bought a Macbook",Claudia isn't a vet,1
Cindy saw a boy driving a gray bicycle,Cindy didn't saw a boy driving Lindsey's new Tesla Roadster,0
"Bobbie, who is a flight attendant, saw the new Marvel movie from the Russo Brothers",Bobbie isn't a flight attendant,1
"Elsie, who is a nurse, visit Jesse","Elsie, who is a carpenter, didn't visit Jesse",0
"Jacob, who is a secretary, visit Susan",Jacob didn't visit Susan,1
Dan saw a girl driving a orange bicycle,Dan didn't saw a girl driving Sam's car,0
"Luis, who is a judge, bought a Chilean wine",Luis isn't a judge,1
Kelly saw Ryan running from a bus going to Arad,Kelly didn't saw Ryan running,1
Bobbie saw Jenny driving a lemon car,Bobbie didn't saw Jenny driving Louise's car,0
Isabel saw a girl running from a blue school bus,Isabel didn't saw a girl running from a bus going to Dej,0
"Ian, who is a hairdresser, bought a Macbook","Ian, who is a engineer, didn't buy a Macbook",0
"Salvador, who is a engineer, bought a japanese novel","Salvador, who is a vet, didn't buy a japanese novel",0
"Jack, who is a accountant, visit Danielle",Jack didn't visit Danielle,1
Terri saw a boy running from a purple car,Terri didn't saw a boy running,1
"June, who is a vet, saw a blue plane","June, Susie's mother, didn't saw a blue plane",0
Cecil saw a boy running from a orange bus,Cecil didn't saw a boy running from a purple car,0
"Tracy, who is a receptionist, bought a Chilean wine","Tracy, Seth's father, didn't buy a Chilean wine",0
"Claudia, who is a plumber, visit Kristen","Claudia, who is a musician, didn't visit Kristen",0
Antonio saw a girl driving in Bucharest,Antonio didn't saw a girl driving a gray bicycle,0
"Floyd, who is a musician, bought a pizza",Floyd isn't a musician,1
"Randy, who is a cashier, saw a dog chasing a cat","Randy, Catherine's father, didn't saw a dog chasing a cat",0
Claire saw a boy running from a special recently built bus,Claire didn't saw a boy running from a ashy car,0
"Beverly, who is a baker, saw a strange add","Beverly, Karen's mother, didn't saw a strange add",0
Iris saw a girl driving Michelle's bicycle,Iris didn't saw a girl driving Jesse's car,0
Vicki saw a girl driving Adrian's new Tesla Roadster,Vicki didn't saw a girl driving,1
"Alice, who is a electrician, bought a Macbook",Alice isn't a electrician,1
"Brenda, who is a chef, bought a japanese novel",Brenda isn't a chef,1
"Crystal, who is a journalist, bought a Chilean wine",Crystal isn't a journalist,1
"Andrew, who is a pilot, bought the new Tesla Roadster","Andrew, who is a baker, didn't buy the new Tesla Roadster",0
"Gregory, who is a barber, saw the city mayor",Gregory didn't saw the city mayor,1
Susan saw Joel driving Jeffrey's car,Susan didn't saw Joel driving,1
"Miriam, who is a painter, bought a Macbook","Miriam, who is a barber, didn't buy a Macbook",0
"Christina, who is a chef, saw the car crash",Christina isn't a chef,1
"Kirk, who is a scientist, saw a girl running",Kirk isn't a scientist,1
Vincent saw Constance running from a green car,Vincent didn't saw Constance running,1
Bobbie saw a boy driving Brent's car,Bobbie didn't saw a boy driving,1
"Jessie, who is a technician, bought a Macbook","Jessie, Shane's mother, didn't buy a Macbook",0
"Eileen, who is a dentist, visit Bryan",Eileen isn't a dentist,1
Ben saw a girl driving in Slobozia,Ben didn't saw a girl driving,1
"Flora, who is a carpenter, saw the car crash","Flora, who is a bartender, didn't saw the car crash",0
Allen saw a girl driving a icy car,Allen didn't saw a girl driving Sandy's car,0
"Linda, who is a carpenter, saw a strange add",Linda didn't saw a strange add,1
"Susie, who is a butcher, bought a Chilean wine",Susie didn't buy a Chilean wine,1
Leslie saw a girl running from a bus going to Timisoara,Leslie didn't saw a girl running,1
"Gloria, who is a engineer, visit Laura","Gloria, who is a painter, didn't visit Laura",0
"Randall, who is a bartender, saw the accident",Randall didn't saw the accident,1
"Juanita, who is a butcher, saw a blue plane","Juanita, Jamie's mother, didn't saw a blue plane",0
"Rebecca, who is a receptionist, visit Alan","Rebecca, Timothy's mother, didn't visit Alan",0
Holly saw a girl driving Rita's new Tesla Roadster,Holly didn't saw a girl driving Lee's bicycle,0
"Jeremy, who is a nurse, bought the new Tesla Roadster",Jeremy isn't a nurse,1
"Mark, who is a scientist, visit Marcia","Mark, Jim's father, didn't visit Marcia",0
Olivia saw a boy driving Carlos's car,Olivia didn't saw a boy driving Agnes's new Tesla Roadster,0
"Danielle, who is a chef, saw the new Marvel movie from the Russo Brothers",Danielle didn't saw the new Marvel movie from the Russo Brothers,1
"Diane, who is a butcher, bought a japanese novel","Diane, who is a journalist, didn't buy a japanese novel",0
"Jill, who is a journalist, saw the new Tesla Roadster",Jill isn't a journalist,1
"Viola, who is a cashier, saw the city mayor",Viola isn't a cashier,1
"Betty, who is a baker, visit Sylvia","Betty, who is a cleaner, didn't visit Sylvia",0
"Sharon, who is a electrician, visit Derrick","Sharon, who is a vet, didn't visit Derrick",0
"Timothy, who is a electrician, visit Billie","Timothy, who is a carpenter, didn't visit Billie",0
"Leon, who is a tailor, visit April","Leon, Kyle's father, didn't visit April",0
Bobbie saw a boy running from Maureen's car,Bobbie didn't saw a boy running from a bus going to Tulcea,0
"Bryan, who is a lawyer, visit Hector","Bryan, who is a secretary, didn't visit Hector",0
"Barbara, who is a cleaner, saw the car crash",Barbara didn't saw the car crash,1
"Janice, who is a musician, visit Jessica","Janice, Leslie's mother, didn't visit Jessica",0
"Christy, who is a chef, bought a Macbook","Christy, who is a butcher, didn't buy a Macbook",0
"Bernard, who is a barber, bought a japanese novel","Bernard, Kevin's father, didn't buy a japanese novel",0
"Ann, who is a painter, saw a blue plane","Ann, who is a carpenter, didn't saw a blue plane",0
"Wallace, who is a fireman, saw the accident",Wallace isn't a fireman,1
"Scott, who is a dentist, bought the new Tesla Roadster",Scott isn't a dentist,1
"Willie, who is a engineer, visit Benjamin","Willie, Alma's father, didn't visit Benjamin",0
Jesus saw a boy driving a red car,Jesus didn't saw a boy driving,1
"Kayla, who is a barber, bought a japanese novel",Kayla isn't a barber,1
"Olivia, who is a plumber, bought a cup of coffee",Olivia didn't buy a cup of coffee,1
"Dolores, who is a cleaner, bought a Chilean wine","Dolores, Daryl's mother, didn't buy a Chilean wine",0
"Clarence, who is a baker, saw a strange add","Clarence, who is a cashier, didn't saw a strange add",0
Jimmy saw a girl running from a gray school bus,Jimmy didn't saw a girl running,1
Jared saw Matthew running from a special recently built bus,Jared didn't saw Matthew running,1
Tom saw Alfredo driving Alan's car,Tom didn't saw Alfredo driving Philip's new Tesla Roadster,0
"Danielle, who is a lawyer, visit Ana",Danielle didn't visit Ana,1
"Johnny, who is a cashier, bought a japanese novel",Johnny isn't a cashier,1
"Mildred, who is a carpenter, saw a blue plane","Mildred, who is a cop, didn't saw a blue plane",0
"Clarence, who is a engineer, visit Greg",Clarence isn't a engineer,1
Jeremy saw Eunice running from a lemon school bus,Jeremy didn't saw Eunice running from a mango bus,0
"Georgia, who is a electrician, bought a japanese novel","Georgia, Sally's mother, didn't buy a japanese novel",0
"Glenda, who is a engineer, bought a pizza","Glenda, who is a cashier, didn't buy a pizza",0
Nellie saw Derek running from a gray bus,Nellie didn't saw Derek running from a parade car,0
"Candace, who is a technician, visit Andrea","Candace, who is a receptionist, didn't visit Andrea",0
Joe saw a girl running from a special recently built bus,Joe didn't saw a girl running from a white bus,0
"Edith, who is a carpenter, visit Elaine",Edith isn't a carpenter,1
Robin saw Maxine running from Nelson's car,Robin didn't saw Maxine running from a white bus with a new engine,0
"Marion, who is a carpenter, saw the accident",Marion isn't a carpenter,1
"George, who is a technician, visit Ruth",George isn't a technician,1
Lillian saw a boy driving an electric mango bicycle,Lillian didn't saw a boy driving,1
Norma saw Pedro running from a parade car,Norma didn't saw Pedro running from a yellow school bus,0
"Walter, who is a butcher, visit Jesus","Walter, who is a journalist, didn't visit Jesus",0
"Harry, who is a hairdresser, bought a Chilean wine","Harry, Hector's father, didn't buy a Chilean wine",0
"Gertrude, who is a cop, saw the new Marvel movie from the Russo Brothers","Gertrude, Dustin's mother, didn't saw the new Marvel movie from the Russo Brothers",0
"Tina, who is a bartender, visit Antonio","Tina, who is a plumber, didn't visit Antonio",0
"Ron, who is a vet, bought a japanese novel",Ron didn't buy a japanese novel,1
Amanda saw Melissa running from a mango car,Amanda didn't saw Melissa running,1
"Freddie, who is a cashier, saw the new Tesla Roadster",Freddie isn't a cashier,1
Mattie saw a boy driving an electric gray bicycle,Mattie didn't saw a boy driving,1
Marian saw a girl running from Francis's car,Marian didn't saw a girl running from a mango school bus,0
"Leon, who is a painter, saw the new Marvel movie from the Russo Brothers","Leon, Alfredo's father, didn't saw the new Marvel movie from the Russo Brothers",0
"Marion, who is a nurse, bought a japanese novel",Marion didn't buy a japanese novel,1
"Ben, who is a cashier, bought a japanese novel","Ben, who is a plumber, didn't buy a japanese novel",0
"Frank, who is a barber, saw a strange add",Frank isn't a barber,1
Ella saw a boy driving in Hunedoara,Ella didn't saw a boy driving Javier's car,0
Clyde saw a girl running from a bus going to Cluj-Napoca,Clyde didn't saw a girl running from a mango car,0
"Hilda, who is a barber, bought the new Marvel movie from the Russo Brothers","Hilda, Terry's mother, didn't buy the new Marvel movie from the Russo Brothers",0
"Linda, who is a carpenter, bought a pizza","Linda, who is a nurse, didn't buy a pizza",0
Jacqueline saw a boy running from a special recently built bus,Jacqueline didn't saw a boy running,1
Ruth saw a girl driving in Dej,Ruth didn't saw a girl driving Claire's car,0
April saw Tracy running from a bus going to Turda,April didn't saw Tracy running from Harriet's car,0
Vincent saw a girl running from a yellow bus,Vincent didn't saw a girl running from a parade car,0
Jackie saw a boy driving Rafael's car,Jackie didn't saw a boy driving a yellow bicycle,0
"Derek, who is a builder, visit Theresa",Derek isn't a builder,1
Tommy saw a girl driving Juan's new Tesla Roadster,Tommy didn't saw a girl driving Eileen's car,0
Eleanor saw a boy driving Penny's bicycle,Eleanor didn't saw a boy driving a green bicycle,0
"Kathy, who is a musician, visit Rosemary",Kathy isn't a musician,1
"Florence, who is a journalist, visit Manuel","Florence, Alberto's mother, didn't visit Manuel",0
Terrance saw a boy running from a special recently built bus,Terrance didn't saw a boy running from a gray car,0
"Arthur, who is a receptionist, visit Casey","Arthur, Cecilia's father, didn't visit Casey",0
"Cindy, who is a tailor, visit Isaac","Cindy, Erin's mother, didn't visit Isaac",0
"Brittany, who is a nurse, bought the new Marvel movie from the Russo Brothers",Brittany didn't buy the new Marvel movie from the Russo Brothers,1
Becky saw a boy running from a salmon school bus,Becky didn't saw a boy running from a special recently built bus,0
Lauren saw a girl running from a mango school bus,Lauren didn't saw a girl running,1
Hilda saw a boy running from a bus going to Bucharest,Hilda didn't saw a boy running,1
"Irene, who is a vet, visit Max",Irene didn't visit Max,1
Alice saw Stanley running from Ross's car,Alice didn't saw Stanley running from a bus going to Slatina,0
"Wade, who is a photographer, bought a cup of coffee","Wade, Margie's father, didn't buy a cup of coffee",0
